,Comments,Quality,Difficulty,Dates,TeacherID
97,"This is the best professor at Regent University. If you are attending this school, the only way to get your moneys worth is to have at least 1 course with Dr. Bekker. He will teach you more about God than you ever thought possible. I highly recommend Psalms with him. Pauline Literature and New Testament were also great! He stops class to pray. A++",5.0,1.0,"Feb 26th, 2014",1261801
98,"Dr. Bekker is one of the most encouraging, engaging professors I have ever had the privilege of encountering.  His is a style other online profs would do well to emulate.",5.0,3.0,"May 2nd, 2013",1261801
99,He is aloof and takes forever to give feedback on assignments. He will not remember your name and kind of snubs you when he sees you but it isn't purposeful. He is clearly brilliant and knows his stuff but he will. Of provide you help and his typical response is consult the text. Be prepared to wait forever for a response or feedback,2.0,4.0,"May 21st, 2012",1261801
100,One of the most engaging professors I have ever encountered.,4.5,4.0,"Nov 9th, 2010",1261801
101,I was so glad that Dr. Bekker was my professor. He is phenomenal! You absolutely cannot go wrong by taking any of his classes or lectures.,5.0,4.0,"Apr 22nd, 2010",1261801
102,"I did not expect this class to be interesting, but I was pleasantly surprised. Dr. Bekker is one of the finest professors at Regent and I would highly recommend taking any class with him.",4.5,4.0,"Dec 30th, 2009",1261801
103,"Really freakin awesome professor, he has an awesome accent and a really cool opinion and way of thinking about things. Even though I kinda hate the class, I love going because it's so interesting to hear him teach.",5.0,3.0,"Nov 12th, 2009",1261801
104,"A lot of work. Not too hard, though. Very helpful. Final project seemed intimidating at first, but it wasn't as bad as it seemed.",5.0,3.0,"Mar 17th, 2009",1261801
105,"Unfortunately, Dr. Besant does not seem to have the professional background to be an effective professor for a doctoral-level course. She would do better in an undergraduate setting.",2.0,4.0,"Apr 30th, 2021",2408744
106,Easy course. Great Professor. I'd definitely recommend.,4.0,1.0,"Jan 4th, 2019",2408744
107,"I rank Dr. B within my top 3 professors at Regent! If you have the option to be under his leadership, I encourage you to do so. He is flexible, knowledgeable, and works with the students. He doesnt have a lot of test or quizzes; he is more into actually learning hands on and making sure all students grasp the objectives of the course. HE ROCKS!!!!",5.0,3.0,"Apr 21st, 2020",2117086
108,"I rank Dr. B within my top 3 professors at Regent! If you have the option to be under his leadership, I encourage you to do so. He is flexible, knowledgeable, and works with the students. He doesnt have a lot of test or quizzes; he is more into actually learning hands on and making sure all students grasp the objectives of the course. HE ROCKS!!!!",5.0,3.0,"May 13th, 2019",2117086
109,"Great instructor that is very knowledgeable about the subject content! A significant amount of reading but, course is very manageable as a full-time student and full-time adult with work.",,,,2117086
110,"Wonderful teacher. Knowledgeable, helpful, and easy to communicate with (she always responded to me immediately whether contacted by phone or email). Would have loved to have had another class with her.",5.0,4.0,"Apr 26th, 2012",1105522
111,"I loved this prof. she is caring, conscientious, and helpful.  Her assignment were also fun.",4.5,3.0,"Mar 24th, 2009",1105522
112,"This professor does not have an understanding of the adult student.  If you are an adult student I would recommend you not taking this teacher.  She does not return calls, and because she is working on her phd this is where is main focus is.  She is unwilling to discuss her grades, nor will she change them if she is found to be in error.",1.0,5.0,"Oct 8th, 2008",1105522
113,"Dr. Bocarnea is very helpful, encouraging, and attentive. If you follow the instructions provided in the syllabus and read the assigned texts, there should be no reason for anyone to receive below an A.",5.0,2.0,"Jul 21st, 2016",2158514
114,Great feedback. Very responsive. Actually provides teaching beyond the textbook. Wish I had him for every class.,5.0,4.0,"May 24th, 2019",2363446
115,"Very unclear of what he wants and does not teach you anything. He expects you to automatically know everything. If you ask for help, he is very rude and acts as if you are a nuisance or just dumb.",1.0,5.0,"Apr 1st, 2019",509171
116,Professor Boland was great. He provided well defined instructions for the assignments and had great communication. He graded assignments within a day or two of turning them in. The quickest grader I have ever had. He gave good feedback and even provided a sample answer so you can see exactly what he was looking for. Take his class!,5.0,4.0,"Dec 21st, 2018",509171
117,"Prof. Boland is a wonderful instructor, he wants to help you learn the material and succeed. He is passionate about what he does and it shows. In his attempt to help you with samples it does get a little confusing, but if you email him, he quickly responds and provides you with feedback . I wouldn't say his class is easy, you still have to work!",5.0,4.0,"Oct 19th, 2018",509171
118,"Professor Boland is probably one of the easiest professors I have ever had in my academic career. He does not grade strictly at all, and the discussion boards and other assignments are all super easy. However, he does not give good feedback at all. I would definitely recommend taking him. You will not regret it.",5.0,1.0,"Jun 25th, 2017",509171
119,"Pros: You will actually learn a useful skill with IRAC/IRAAC in his course.  Email him before a due date and ask for a sample of what he considers an ""A"".   Cons: Disorganized materials, there is lots of back and forth between sections - a warning to the Type A or OCD personality types - IT WILL DRIVE YOU CRAZY. Tough grader - in his own words",4.0,4.0,"May 4th, 2017",509171
120,Professor Boland is great! This class is super easy. The only negative I can think of is that he does not give good enough feedback on the assignments when he grades them. It would be nice to know where you must improve. Definitely take him if you can!,4.0,1.0,"Apr 24th, 2017",509171
121,"IMO, (and esp. after talking to students from other professor's classes) Professor Boland is the best LARW professor at Regent. Go to every class, because he will give hints in his lectures. Make appointments and go to his office hours (trust me this is so important!). He is not allowed to read your draft but ask ?'s and he can be very helpful.",5.0,1.0,"May 22nd, 2016",509171
122,Easiest LR & W teacher as far as grading goes.  Very committed to teaching you how to actually write rather than just beat you into submission,4.0,1.0,"Dec 9th, 2005",509171
123,"He won't ""hide the ball"" on you.  He remembers that this isn't a class on getting all the right answers on your particular legal issue, it's about learning to: Legal Research & Legal Writing.  (He's also delightfully dry-humored & sarcastic.)",4.5,3.0,"Sep 28th, 2005",509171
124,"Awsome teacher.  Always willing to help and if u do poorly in his class, it's your own fault.  He is very clear and very helpfull.",5.0,1.0,"May 3rd, 2005",509171
125,No Comments,1.0,1.0,"Jan 21st, 2005",509171
126,No Comments,4.5,3.0,"Nov 22nd, 2004",509171
127,"No communication with assignment due dates. Contradicts himself over what is required by the students. Does not teach the material on the syllabus. Claims that he follows the syllabus to a T, but assigns questionable work.",1.0,5.0,"Nov 29th, 2016",2130477
128,Rarely gives a straight answer. Often goes on long tangents during lecture. Sometimes comes off as condescending towards students and others. Terrible at conveying exact requirements of assignments; my grade suffered greatly because of this. Doesn't stick to the syllabus; was often left guessing if there was a test next session. Avoid if possible.,1.0,5.0,"Sep 13th, 2016",2130477
129,"While he has lots of personal experience in the field, his ability to convey that information in the form of a coherent lecture is limited. Prefers to make students search for the information rather than show where to find it. Be ready to teach yourself and hear him for tidbits and such.  In regards to textbook, stays close to text.",2.0,4.0,"Apr 18th, 2016",2130477
130,"He is super clear with all of his directions, so you know exactly what to expect. He is also a very prompt grader, so you know how you are doing. That being said he has high expectations because he is so clear. There's a lot of interesting reading, but you have to do it to pass.",4.5,2.0,"May 16th, 2016",2116826
131,"His syllabus and course guidelines are very clear. He is also very quick to respond to questions and emails. He's a very fair grader. If you put in the effort and do the reading, then its an easy class. You can't put anything off until the last minute. He assigns a lot of reading but it is engaging and interesting reading.",4.5,2.0,"Apr 18th, 2016",2116826
132,"Dr. Pat teaches from a ""whole person"" approach. He cares about the student behind the assignment submissions. His Christ-like character is reflected in his student interaction as well. It's easy to want to learn from someone like that.",5.0,3.0,"Dec 12th, 2020",2194171
133,"Dr. Pat teaches from a ""whole person"" approach. He cares about the student behind the assignment submissions. His Christ-like character is reflected in his student interaction as well. It's easy to want to learn from someone like that.",4.0,3.0,"Nov 17th, 2016",2194171
134,"Really awesome professor. For being in an online class, he was really great in communicating with his students once, twice, even three times a week to remind us of different assignments. Very willing to help in understanding and clarification for all assignments.",,,,2194171
135,This is a great professor! He is really funny and helpful and goes out of his way to help you succeed. Hes my favorite professor!,5.0,3.0,"Nov 23rd, 2020",885682
136,This is a great professor! He is really funny and helpful and goes out of his way to help you succeed. Hes my favorite professor!,4.0,3.0,"Dec 14th, 2016",885682
137,"Bottis does have fairly boring lectures (he lectures straight from the book, basically just reads it). He grades easily, I came out with a 96 in his class. He has a great sense of humor and is a really funny guy. Don't take his class really early, or late. You get bored somewhat easily. He's great at getting the attention back. Overall great prof.",3.0,3.0,"May 8th, 2015",885682
138,"Dr. Bottis is certainly passionate about art.  I had never taken an art class before, so this was a new experience for sure.  He allows you to make your own interpretations.  The class was not overly-easy, but if you study and read the material it is not super-hard either. ",1.5,2.0,"Dec 5th, 2014",885682
139,Silly guy,5.0,2.0,"Dec 11th, 2013",885682
140,"Very funny, engaging professor that caused me to be far more interested in this class than I thought I would. He helps his students succeed. He is one of my favorites of this semester; all the low ratings baffle me.",3.0,2.0,"Dec 20th, 2012",885682
141,I enjoyed this art class more than I thought I would. I was not looking forward to the class prior. We did get very off topic sometimes but the class was boring. Grading was timely and the assignments were not to hard. The exams come right from the text. As long as you do all the assignments and use your text book for test and quizes.,1.0,5.0,"Jan 22nd, 2012",885682
