,Comments,Quality,Difficulty,Dates,TeacherID
18,"Kumu is an excellent, passionate person with a great deal of knowledge and love for the Hawai'ian culture -- the subject she teaches. At first I was a little nervous because of her intensity but once I got used to her I found her to be an honest, able, helpful instructor who is an asset to UHH.",5.0,2.0,"Apr 2nd, 2009",986852
19,"Excellent Kumu, must be willing to learn!",5.0,4.0,"Mar 21st, 2013",1768724
20,He's a cool local guy and plans on several fun excursion. Now for those of you who are willing to learn more about the Hawaiian culture with hands-on activities I RECOMMEND HIM! He's approchable and willing to help the students if they don't get the material.,5.0,1.0,"Nov 17th, 2012",1768724
21,"AMAZING professor... she is very creative with her teaching. She makes Accounting actually enjoyable, fun, and understandable. You learn a lot and on top of that, she is super caring. Best Accounting professor!",5.0,2.0,"Jan 4th, 2017",2192703
22,Great professor and her classes are all fun learning.  I learn so much from her class and at the same time enjoyed her professionalism and wonderful personality.  I would take all her classes if given the opportunity.  Take any Accounting classes from her for you won't regret it.  She is an absolute inspiration and great role model! She is Awesome!,5.0,3.0,"Dec 21st, 2016",2192703
23,I really found being in Accounting 201 with Ms. Akau to be memorable and she helped me understand the materials. Another aspect that she gave me was she made me want to actually keep pursuing my Accounting Degree and sticking with my college academics and not to quit.,5.0,2.0,"Dec 8th, 2016",2192703
24,Very nice and caring . Her exam reviews are very helpful !,5.0,2.0,"Dec 8th, 2016",2192703
25,She is an amazing teacher. She helps you remember and understand concepts. She is caring and funny during class. I would take all her classes if I had a choice! Attendance isn't mandatory but it helps if you attend classes.,5.0,3.0,"Dec 8th, 2016",2192703
26,The best Accounting professor !!!,5.0,3.0,"Dec 8th, 2016",2192703
27,Best Accounting 201 teacher EVER!,5.0,2.0,"Dec 8th, 2016",2192703
28,"i liked his method of teaching. out of all the philosophy professures of the uhh. i belive that he was best at bringing someone out of theyre little shell and be more open in class. maybe not in the classroom, but online was the way how.",4.0,4.0,"Dec 3rd, 2010",99625
29,"I found this rating while surfing. I took his Intro Philosophy class in 1988, I still remembered arguing William Palin, ""Here I Stand With My Foot Upon a...."" We argued intelligent design vs. creationism, benevolence, and other great philosophers. Although I was not spiritual at that time, it did challenge me to look at my beleifs, Thank you Ron!!",5.0,4.0,"Nov 10th, 2009",99625
30,a tremendous professor.  one of the greatest philosophical minds i have encountered in my pursuit for Truth.  i still consider him an influential component to the way i live my life today.,5.0,4.0,"Sep 21st, 2008",99625
31,"He thrives to spread knowledge, an inspiration and thorough.",5.0,5.0,"May 14th, 2008",99625
32,Amundson is one of the only professor that i have taken a course in where they sincerely want the students to fully understand the concepts. You'd be a fool to not take one of his classes.....esp. Belief Knowledge and Truth or Metaphysics,4.5,4.0,"Sep 19th, 2007",99625
33,"Fan-freakn-tastic!  i think i retained more information from his class than any other class that semester.  Also like to note, that i spent more time writing for his class than any other, but i still love every paper i wrote for him, and at least they were on interesting topics, not random boring crap like in most classes.",4.5,2.0,"Oct 11th, 2005",99625
34,"although its not my major, it was the best class i have taken at UHH.  it really opened my eyes to a lot of things.",5.0,3.0,"Aug 31st, 2005",99625
35,No Comments,4.0,3.0,"Aug 31st, 2005",99625
36,No Comments,4.0,3.0,"Aug 31st, 2005",99625
37,"He is a very interesting teacher, and if I was to persue Philosophy any further, I would definately take classes from him again. Just remember to come to class every day becuase he does give pop quizzes",2.5,3.0,"Aug 30th, 2005",99625
38,"Intro to Western Philosophy. Good listener, always wants to hear what students think. You can challenge him and he doesn't get upset. Would take another course from him again.",4.5,4.0,"Dec 13th, 2004",99625
39,one of the top 2 professors i have ever had.  amundson is an incredible professor who really knows his stuff!,5.0,3.0,"Sep 6th, 2003",99625
40,No Comments,5.0,3.0,"Feb 17th, 2003",99625
41,Best Professor ANYWHERE,5.0,3.0,"Dec 15th, 2002",99625
42,"He works for some people, but he just didn't work for me. It turns out I need mandatory homework for a math class in order to do well. I didn't give him the score I gave him because of that though, because he actually was a pretty good teacher. I'm giving him that score because he's pretty condescending and arrogant.",3.0,3.0,"Dec 13th, 2017",132609
43,"Took precalculus over the summer and struggled quite a bit. His teaching style was confusing for me at first, but as I studied my notes after class it started to make a lot more sense. He also gave us a group project which was figuring out the exact location of a ride in a theme park using lots of math. I strongly recommend this professor.",5.0,4.0,"Sep 20th, 2016",132609
44,"Anderson has a unique teaching style. Usually there are a LOT of math professors that would go by the book however, Anderson is able to eliminate all the details and have students see the bigger picture.  There is a LOT of work that you need to do but its not too hard unless you keep on practicing the problems he hands out.",5.0,3.0,"Aug 17th, 2016",132609
45,MATH140XMATH104  ABSOLUTELY AMAZING PROFESSOR. Kind & caring. Demonstrates passion for what he teaches. Will call you out to answer questions. Very patient. Doesn't believe that students who don't understand are dumb. Really understanding! Go to every class. Makes his own hw& tests. :) Never thought math could be fun till I took this class,5.0,3.0,"Jul 30th, 2016",132609
46," You have all the course materials posted online. He doesn't grade homework however, his  exams looks very similar to what he had on his homework problems and practice tests. As for the group project try not to procrastinate get it done as soon as possible. ",5.0,2.0,"Jul 13th, 2015",132609
47,The teacher is very conceptual and makes you work hard for a good grade. DO NOT buy the book because he creates all of his own homework and group projects. VISIT THE TUTORS because that is the only way to do well in the class. ,3.5,4.0,"Jan 8th, 2015",132609
48,I'm surprised at how positive these reviews. Anderson is awful. He is condescending to those who do not understand the material.  He has actually laughed at someone who asked a simple question. He does not seem to understand that some people have trouble with math. Most students were only passing because they constantly got help from tutors. ,1.5,4.0,"Dec 17th, 2014",132609
49,"Great teacher! He is definitely more conceptual about topics, and overall gives you a better understanding of math as a whole. I like how he doesn't focus on minute details, but rather giving us a solid foundation of calculus. He creates all of his assignments, tests, and homework. He helps you, so much as you need without feeding you the answers. ",3.5,4.0,"Nov 18th, 2014",132609
50,Take his Calc II Summer course if you can. He doesn't even make you buy the book. All HW is created by him. Great teacher.,5.0,2.0,"Jul 22nd, 2014",132609
51,His teaching is a little unorthodox but in a good way. Makes you use and think of calculus in a more real and practical way. His two group projects are hard but helpful.,3.5,3.0,"Jan 27th, 2014",132609
52,Funny,3.0,3.0,"Jul 9th, 2013",132609
53,Really nice and friendly professor.  Always willing to help.,4.5,1.0,"Apr 26th, 2013",132609
54,"Dr. Anderson is the cool math professor at UH Hilo. He really knows how to teach to the audience, and doesn't bog down calculus with precise theory and notation. Looking back, such rigor may have been useful, but for average joes like me, Anderson got the point across in a low-stress and effective way, and really made me see the beauty of calculus.",4.0,2.0,"Nov 13th, 2012",132609
55,"He teaches really well!  Attendance isn't mandatory but you want to go to class because the material that he goes over, will be the material for the exam.",5.0,1.0,"Jul 25th, 2012",132609
56,"I took this class over the summer expecting it to be incredibly difficult--I'm sure we've all heard horror stories about calc 2. Everything in this class is very easy except for the group projects. There were times when I wanted to throw my computer against the wall, but I got it eventually. If you manage to figure them out, it feels so rewarding.",5.0,1.0,"Jul 14th, 2012",132609
57,"Funny guy, relaxed, not concerned with minute details that most people will not use in life.  Exam reviews are pretty much like the exams.",5.0,2.0,"Jun 28th, 2012",132609
58,"I think Anderson was having a bad semester, because it was the worse class I have ever taken. I  am going to say in Anderson's defense, that it seemed like he had other personal issues this semester that were distracting him. Still, terrible job, unacceptable semester.",1.5,5.0,"May 2nd, 2012",132609
59,I took the summer session Calculus II course. It was phenomenal. I LOVED this teacher. If I could take this class again I would. He was extremely helpful and made this hard subject SO easy to understand. I am eternally grateful to him because I fully understand calculus now. TAKE HIS CLASS you will NOT regret it!!!!!,5.0,2.0,"Dec 26th, 2011",132609
60,"Great professor over all. He taught us to do problems conceptually with an open mind, rather than just memorizing mindless facts. He rarely uses the textbook because he makes up his own problems. In fact, he despises the book and the way it teaches the subject. His group projects are tough, but interesting. He has some funny stories too! Take Mitch",5.0,3.0,"Jul 21st, 2011",132609
61,Hes really nice and funny. Quite a character. His teaching is fun and very helpful. He teaches what you need to know for the real world and doesn't waste time with the boring stuff! I am really going to miss his class!! TAKE IT!,5.0,2.0,"Jul 19th, 2011",132609
62,easy teacher,3.0,1.0,"Dec 3rd, 2013",668915
63,Great Teacher.,5.0,4.0,"Sep 17th, 2013",668915
64,"Constantly 15+mins late to lecture for the first two months of semester; failed to schedule substitute lecturer when he was away for week-long conferences; never present/available during office hours, never responded to emails or phone messages.  No syllabus posted or handed out until 3+ months into semester.  We were ripped off!",2.0,3.0,"Sep 10th, 2013",668915
65,"Great teacher, always looked forward to his class even at 8am. funny and very helpful. highly reccomended",5.0,1.0,"Dec 3rd, 2011",668915
66,"Great teacher, makes things interesting by creating questionable examples(Magical unicorns, dead cats, Spock and Kirk and terrifying space monkeys). Do the homework, tests are difficult but curved. Ask many questions, he is ridiculously helpful. Recommendation: TAKE HIS CLASS!!!",4.5,4.0,"Apr 13th, 2011",668915
67,He shocked himself with a capacitor during lab. This guy is awesome sauce.,4.0,1.0,"May 30th, 2009",668915
68,He's a really nice guy and takes the time outside of class to help students with questions.,4.5,2.0,"Jan 6th, 2009",668915
69,Awesome teacher. He is funny. He is occasionally late for class but starts right away. He defiantly loves physics.,5.0,2.0,"May 21st, 2008",668915
70,"He's a really nice guy, but goes way to fast and takes a very long time to hand back tests.  Very helpful if you ask him questions.",4.0,3.0,"Sep 24th, 2006",668915
71,Helpful and very nice and understanding,4.5,3.0,"Mar 8th, 2006",668915
72,"He is a nice guy, but you really have to stop him if you have questions.",4.5,3.0,"Feb 23rd, 2006",668915
73,No Comments,4.0,3.0,"Dec 17th, 2005",668915
74,No Comments,1.5,3.0,"Oct 9th, 2005",668915
75,I have really enjoyed this class so far. Highlight of my day.,5.0,4.0,"Oct 8th, 2005",668915
76,Better then average.,4.0,2.0,"Oct 6th, 2005",668915
77,ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZz,1.0,4.0,"Sep 29th, 2005",668915
78,Boring Falling asleep,3.5,3.0,"Sep 26th, 2005",668915
79,No Comments,4.0,2.0,"Sep 11th, 2005",668915
80,"I had this professor last semester, and I was not satisfied. This semester, he REALLY stepped it up and really showed he listens. Not the most exciting lectures, he rambles a bit but he does care and he's a good professor. his study guides are useless though, still do them but there's stuff on the exams not in the guide for some reason.",1.0,2.0,"May 13th, 2021",695618
81,I had Mr Anderson for online geology 2 and I didnt like him at all. He seemed culturally inept and graded on spelling errors. He kinda had a negative attitude throughout and all of his homeworks were based off youtube videos not pertinent to the class. All you had to do was regurgitate the information and I didnt learn much despite getting a B,4.0,3.0,"Apr 7th, 2021",695618
82,"I had this professor last semester, and I was not satisfied. This semester, he REALLY stepped it up and really showed he listens. Not the most exciting lectures, he rambles a bit but he does care and he's a good professor. his study guides are useless though, still do them but there's stuff on the exams not in the guide for some reason.",1.0,5.0,"Dec 10th, 2020",695618
83,"DO NOT TAKE THIS PROFESSOR. He is unreasonable, not understanding, rude, and unhelpful. He hardly held a class for remote options! Terrible.",1.0,5.0,"May 20th, 2020",695618
84,I hated this class so much. terrible teacher. find another professor. he sucks.,3.0,2.0,"Dec 11th, 2017",695618
85,"Anderson is way more knowledgeable of a geologist for this intro class. His lectures go way overboard, and stray far from textbook with no real structure - hard to take notes on. That being said, he is such a goof and reallly loves Geology. Read the textbook, especially for assigned reading quizzes, and don't study lecture notes for test. Easy A.",1.0,5.0,"Oct 31st, 2017",695618
86,Hardest class I've ever taken. Lecture material is dull and barely reflects any test material and neither does the textbook. Exams are on another level of difficulty. Don't take this class unless you love geology. It's much more advanced and difficult than an intro class should be.,4.5,3.0,"Mar 27th, 2016",695618
87,Read the material before class! this is a college level class so you will need to put in the work. His lectures are based on the assumption that you have read the material he puts online! his lecture slides are amazing you can tell he puts a lot of time into them. P.S. if you love dumb science jokes hes got them all! I wish he taught more classes!!,1.5,3.0,"May 16th, 2015",695618
88,RUBBISH,1.0,3.0,"Mar 11th, 2014",695618
89,"No need for textbooks, although you may want to attend all classes as it will be hard to make up long labs and field trips. He is not very good at explaining the lab, the entire class constantly asks questions during the class because of constant confusion. Field trips are probably the best part.",1.5,5.0,"Jan 31st, 2013",695618
90,"Brilliant scientist, horrible teacher. He cant make his knowledge understandable to students. Very unclear and all over the place. His text is online and HE wrote it, so it's not very helpful to aid your understanding. His power points are all pictures. It's very hard to take notes because he does not describe/explain things clearly or simply.",3.5,5.0,"Dec 17th, 2012",695618
91,He is extremely hard. He makes you do these ridiculous labs and gives you tons of homework/quizzes. He gives you a lab and lecture exam during the same week. He has little concern that we are all undergraduates with multiple other classes.,5.0,3.0,"Jan 5th, 2012",695618
92,Intelligent professor who really knows what he is talking about. He uses the book and can talk fast at times but he is always willing to help.,3.5,4.0,"Dec 16th, 2011",695618
93,"Good teacher, but way too hard for a 100 level class.  A lot of memorization rather than hands-on.  If that's how you learn, probably not too hard.  But if you know the concepts without remembering all the details, it will be difficult.",5.0,1.0,"Aug 31st, 2011",695618
94,cruise class but kinda gets off topic sometimes and talks about rocks,5.0,1.0,"Dec 12th, 2006",695618
95,I had him for Geology 100 Lab.  He was great. You go on field trips around the area which makes the learning so interesting.  I definitely recommend him.,3.5,2.0,"Nov 17th, 2006",695618
96,All work was in groups so it wasnt as hard as it could have been. The fieldtrips were really intresting and an auto A if you show up. Lowest lab grade was dropped. He was a nice guy I'd recomend the class,4.5,2.0,"Jun 14th, 2006",695618
97,No Comments,4.5,3.0,"Mar 27th, 2006",695618
98,No Comments,,,,695618
99,"The suggested textbooks for this class were perfect for the material covered throughout the semester. She makes the course fun and interesting even though there were minimal field labs due to covid. She looks at things from an instructors perspective, as well as a students so that was a good quality to have while trying to pass the course.",5.0,2.0,"May 16th, 2021",2568406
100,"The suggested textbooks for this class were perfect for the material covered throughout the semester. She makes the course fun and interesting even though there were minimal field labs due to covid. She looks at things from an instructors perspective, as well as a students so that was a good quality to have while trying to pass the course.",,,,2568406
101,he was a great teacher. i switched to political science because of him.  he is a fair grader and respected my political views.,5.0,3.0,"Dec 26th, 2014",1889000
102,"such an interesting class! tests are not hard if you take thorough notes. this class requires a semester long project, so be prepared to put work into that",4.0,2.0,"May 6th, 2021",1700186
103,"such an interesting class! tests are not hard if you take thorough notes. this class requires a semester long project, so be prepared to put work into that",5.0,2.0,"Mar 21st, 2017",1700186
104,Wonderful professor that truly cares about your education! As a student with a disability - he has been wonderful. Truly cares about his students and is fun in class!,5.0,2.0,"Nov 18th, 2015",1700186
105,Norman is one of the best teachers in the agriculture department. He's a really well rounded guy with a good sense of humor who makes lectures interesting. He has good stories to tell and is very knowledgeable about vermicomposting and the history of agriculture.  If you get a chance to take a class with him do it.,5.0,2.0,"Dec 30th, 2014",1700186
106,"Norman is an easy-goingentertaining professor. I remember after labs, he would occasionally take only a hand-full of the class just to go cruise around. His exams on the other hand was a bit challenging but eventually I ended up getting an A  for the course because of his extra credit. ",5.0,2.0,"May 2nd, 2014",1700186
107,"Entertaining and knowledgable teacher.  A fair amount of information gets covered in class and his tests aren't exactly easy, but I've also learned quite a bit and enjoyed myself along the way.  Highly recommend.",5.0,1.0,"May 9th, 2013",1700186
108,Great teacher! My favorite of the semester. He's very knowledgeable and interactive. He makes lectures a lot more entertaining. Show up as much as you can because some questions on exams may not be in powerpoints. you won't regret taking any of his classes,5.0,1.0,"Mar 14th, 2012",1700186
109,"Amazing teacher!!! Entertaining, very knowledgable, funny, and down-to-earth. He grades fairly, his lectures are never boring, and the labs are fun. Highly recommend.",,,,1700186
110,Kumu Lito cares about you and grades you off of effort. If you try then he will give you credit if he sees that your kinda halfa**ing it then he will grade you accordingly. He is really cool and he tells a lot of stories so come to class with an open mind and ears. He is open-minded and holds everyone accountable for their actions including himself,5.0,3.0,"Dec 5th, 2020",2488296
111,Kumu Lito cares about you and grades you off of effort. If you try then he will give you credit if he sees that your kinda halfa**ing it then he will grade you accordingly. He is really cool and he tells a lot of stories so come to class with an open mind and ears. He is open-minded and holds everyone accountable for their actions including himself,5.0,2.0,"Nov 13th, 2020",2488296
112,"Made class very interesting, the olelo's we learn, and the way he supports that learning with even more personal stories makes this a really fun class and way to learn. I wish he had more classes, cause I'd take em all, just super chill and fun!",,,,2488296
113,Awesome class and Professor. It's worth taking his class because you'll learn a lot about how the criminal process works. While enjoying his stories from experiences. It's important to take notes and participate it makes a difference when it comes to his final.,5.0,3.0,"May 20th, 2020",986847
114,Awesome class and Professor. It's worth taking his class because you'll learn a lot about how the criminal process works. While enjoying his stories from experiences. It's important to take notes and participate it makes a difference when it comes to his final.,4.0,2.0,"May 24th, 2019",986847
115,"Awesome Professor!! I wish he was teaching more classes as he is not only very wise, fun and well connected in the community. Even though, his classes are in the evening time it goes by so fast because you'll be so hook on what he is teaching you won't even noticed the time.",5.0,4.0,"Apr 23rd, 2019",986847
116,Ashida is one of the TOP teachers in the whole AJ/POLS program. His first hand experiences make his lessons intriguing. The way he teachers the class you are sure to leave with knowledge that will stick with you for some time.,4.5,2.0,"Dec 1st, 2015",986847
117,"Awesome, nice, cool, and very supportive professor :)",5.0,2.0,"Feb 26th, 2013",986847
118,Mr. Ashida is very engaging and full of all sorts of resources. He is a great guy and his class is awesome! He teaches what he has learned from his own real world experiences. Mr. Ashida enables you to use your critical thinking skills and shows you how to apply them to the concepts of public administration. His stories are the best!!,5.0,2.0,"Feb 13th, 2013",986847
119,"Best class ever! Lincoln made the material so interesting and he uses many stories to keep the material alive! Awesome teacher, if given the option to take his class or another professor, I would choose him any day.",5.0,1.0,"Jan 30th, 2013",986847
120,"One of the best lecturers I've ever had at UH. Grades only on attendance. The only work you'll do is a take home final which is super easy. HIGHLY RECOMMENDED! you will learn a lot from him, he is both politician and a lawyer.",5.0,1.0,"Nov 26th, 2012",986847
121,Licoln is one of the best professors I have ever had. He shares so many great stories from the many court room experiences he has had. No homework or tests. Grade is based on attendance. Wonderful.,5.0,1.0,"Dec 15th, 2011",986847
122,very cool!,5.0,3.0,"Apr 8th, 2011",986847
123,"Lively, entertaining and thought-provoking. Makes you laugh and makes you think. You will remember this class with this exceptional teacher.",5.0,2.0,"Dec 9th, 2008",986847
124,No Comments,5.0,2.0,"Aug 22nd, 2008",986847
125,Defenitely one of the most interesting and exciting classes I've ever taken in my college career.  Mr. Ashida is very straightforward and uses a lot of visual examples when giving his lectures.,4.0,2.0,"May 4th, 2007",986847
126,One of the most entertaining professors out there. Highly experienced in his field and really knows his****. Sharp witted and engaging. You can tell he used to be a lawyer.,,,,986847
127,"He is a good prof and he has good power points that keep you engaged. He gives points for answering questions that get added to your test grade. I took the Lab with him too. Prepare to feel a little picked on, its not in a mean way just blunt. Its a good class to take.",4.0,3.0,"May 5th, 2020",2207046
128,"He is a good prof and he has good power points that keep you engaged. He gives points for answering questions that get added to your test grade. I took the Lab with him too. Prepare to feel a little picked on, its not in a mean way just blunt. Its a good class to take.",5.0,4.0,"Nov 30th, 2017",2207046
129,"Ozan is awesome. Not only does he have the book smarts, but he also has practical experience being that he has trained athletes and he himself is an athlete. He is up to date on the lots of the latest concepts that are changing the world of fitness today. He can be kind of blunt with criticism, but it's never offensive; he is very light hearted.",5.0,3.0,"Nov 12th, 2017",2207046
130,"Definitely one of the best professors we've had so far. Other than the fact that he makes the class interesting and easy to follow, you actually feel that you're learning something that is useful for you.",5.0,3.0,"Sep 17th, 2017",2207046
131,He really knows his stuff and provides insight from his experiences. He might stray off topic a lot but he's a great professor and do read the exam questions carefully and pay attention to every detail in his slides.,3.0,3.0,"Jan 4th, 2017",2207046
132,He expects his students to know all of the material. I learned a lot from his slides. You do need to study and take your time to actually learn each slide if you want a decent / good grade. He's not a bad teacher but he is a tough grader. His questions on tests can be tricky so I suggest to re-read and look back at each question.,1.0,4.0,"Dec 14th, 2016",2207046
133,"He does not count for attendance however, it is expected of you to attend class. I was able to learn the material using his power points rather than he teaching the material. His exams are tricky while he thinks that the  questions are straight forward.",,,,2207046
134,Awaya is a great prof! He takes the time to explain concepts if theyre not understood. Only complaint is that the lecture slides were fill in the blanks. Hard to listen to his lecture and take additional notes while youre filling in the blanks for slides. Wish he would have complete slides available so we could write our own notes on them.,5.0,4.0,"Dec 16th, 2019",1254811
135,Awaya is a great prof! He takes the time to explain concepts if theyre not understood. Only complaint is that the lecture slides were fill in the blanks. Hard to listen to his lecture and take additional notes while youre filling in the blanks for slides. Wish he would have complete slides available so we could write our own notes on them.,4.0,4.0,"Dec 30th, 2018",1254811
136,"Great professor! Made the lectures fun and interesting, which made it easier to comprehend. He does give out a lot of pop quizzes however, if you was in class and paid attention then they're not that hard.",4.0,1.0,"May 17th, 2017",1254811
137,"Hands down, best professor. Really easy to talk to and his lectures are always engaging. If you have a chance, take a class with him, you will not regret it! Just a heads up on exams, They are cumulative, so make sure to stay on top of things! There are also pop quizzes, so even though attendance isn't mandatory, always be aware of a pop quiz.",4.0,3.0,"Nov 29th, 2016",1254811
138,He is a great professor. Explains things very well and is more than willing to help you understand. Just make sure to ask lots of questions. Not that hard but you do need to study.,3.5,3.0,"Apr 26th, 2016",1254811
139,He is very nice and approachable. His tests are more off of the book than they are on his lectures but the lectures are very helpful!,4.0,2.0,"Aug 3rd, 2015",1254811
140," class- fun, interesting, and not hard. Professor- great teacher. He really cares and gives good feedback. The book(required but not used much) was used as a cross reference with the lectures. Pop quizzes content- part book andlecture. Lecture content very vital for midterm exams. Some exam content was not so straightforward. Presentations were fun",5.0,4.0,"Apr 16th, 2014",1254811
141,"TAKE ANY CLASS YOU CAN FROM HIM! He is hands down the best professor I have ever had! His lectures are interesting, assignments are engaging and challenging in the best way. I learned so much from his classes and would gladly take them again for fun. His tests are not easy, but if you go to class and take notes you'll get an A. HIGHLY RECOMMEND!",5.0,3.0,"Apr 15th, 2014",1254811
142,Dr. Awaya is a great professor! He explains things very clearly and makes sure that his students know that it's okay to ask questions.  He's very nice and easily approachable!,5.0,3.0,"Mar 21st, 2014",1254811
143,He is a great professor who molds his teaching style to better suit each class/students. Exams are not that hard as long as you study. He is very enthusiastic about microbiology and that shows through his lectures. He makes the material relevant and interesting.,5.0,4.0,"Mar 31st, 2013",1254811
144,very interesting speaker.  challenging exams. print the ppt slides before coming to class to take notes on them so you don't miss anything he says. friendly. best bio prof at UHH. definitely would take another class with him.,5.0,4.0,"Jun 29th, 2011",1254811
145,Interesting.  Helpful. Fun.  He gears his lectures to be health-based because most if not all of his students in the class are interested in health-care.  Challenging exams. Gives extra credit here an there.,5.0,3.0,"Jun 12th, 2011",1254811
146,Professor Awaya is the most awesome professor i have ever met. His Microbiology class was interesting and how he taught the material to his students is very well taught out because you purchase a book with all of his slides for the entire semester.  He style of teaching makes you feel like his a friend rather then a teacher. Study for his tests.,5.0,2.0,"Apr 21st, 2011",1254811
147,"Great teacher, very clear and entertaining.",5.0,3.0,"Apr 15th, 2011",1254811
148,Best teacher! Awesome and not that tough! I learned a lot! Awaya is a teacher that will not judge his students when they ask stupid questions! =) Very patient especially in lab!,4.5,3.0,"Apr 11th, 2011",1254811
149,AWESOME!!! Good teacher and very thorough with class content. If anyone has a question he is very helpful and will go over it.,3.5,1.0,"Nov 23rd, 2010",1254811
150,"I like him and his class, but not LOVE.  It's a big lecture, and students don't get engaged enough, so the class is mostly lecture from power point although he makes and effort to make it fun.  I wish i learned more and that the others were more competitive and inquisitive in class, but he's a local boy at heart and wants to make it easy. he's smar",3.5,5.0,"Oct 18th, 2010",1254811
151,"I'm not a fan of biology. I had to work really hard in this class. There is lots of stuff you have to learn. Professor is good but I had a hard time seeing the ""big picture"". We jumped around a lot and I only got a very basic understanding of the subject. He doesn't teach off the book. SO the book will confuse you.",5.0,4.0,"Aug 23rd, 2010",1254811
152,"Great teacher, i took his summer school microbio class and would recommend it over taking it during the school year because he cuts to the point without giving excess info.  Super easy to talk to and he is super easy to understand.  NOTES are super important, test is mostly off em",5.0,3.0,"Apr 21st, 2010",1254811
153,Very fair and willing to help his students. You get as much out of it as you want to.,5.0,4.0,"Mar 21st, 2010",1254811
154,"Extremely good teacher. He has a very organized way of teaching. Easy to talk to, and really helpful if you ask for it. it's not an easy class, but it isn't too difficult either. You MUST study, and use the text book along with it.",,,,1254811
155,great teacher!!!,5.0,1.0,"Dec 28th, 2011",522803
156,Very  helpful and nice.,4.0,3.0,"May 13th, 2010",522803
157,1 of the worst teachers @ hilo.. mayb @ 1 time in his life he was good.. but @ this time he talks like howard steinbeck.. u kno the clear eyes guy... very BORING. cant relate.. would ever take his course again.,1.0,4.0,"Aug 17th, 2008",522803
158,He was a great professor! Very helpful and friendly! He also allows you to rewrite papers for better grades. This was perhaps my favorite class and teacher throughout the semester.,4.0,4.0,"Jul 7th, 2008",522803
159,"Professor knows subject well.  Explanation of assignments are thorough and clear.  Willing to clarify and help.  Able to rewrite assignement two to three times which I find helpful.  Grading, lectures, criteria are fair.  Its a WI class so stay on top of things. Tests are open book.  Easy A if you come to class and do your work.",4.5,3.0,"Mar 10th, 2008",522803
160,"At first it sounds like a good idea not to have any due dates, but that backfires and you end up swamped in work by the end of the semester.  It's cool that he lets you rewrite and edit as many times as you need to get an A though - so it's impossible not to get an A if you work for it.  He is dull, but you will learn a lot.",4.0,5.0,"Jul 17th, 2007",522803
161,class is pretty easy. you have to write alot. but i suck at writing and i got a b without even doing the final paper.,4.0,3.0,"Dec 14th, 2005",522803
