,Comments,Quality,Difficulty,Dates,TeacherID
51,"Really cool suits! resembles the pringles man, but a great teacher!",4.5,2.0,"Nov 29th, 2005",405521
52,No Comments,5.0,1.0,"Oct 2nd, 2005",405521
53,"Funny and entertaining, a great prof",4.0,3.0,"Sep 10th, 2005",405521
54,No Comments,4.0,3.0,"Aug 24th, 2005",405521
55,Great person!,4.0,3.0,"Oct 15th, 2004",405521
56,"I think Guy makes historiography engaging.  And he's quite approachable at office hours, which can be unusual at the U of C.  Clever, interesting fellow.",4.0,2.0,"May 14th, 2004",405521
57,"Nice guy for the most part. But his knowledge is totally outdated, and he is very disorganized. Funny and quite charming.",1.0,1.0,"May 9th, 2004",405521
58,"I am accustomed to profs who do not understand how important it is for students to learn how to think about social issues, rather than regurgitating a prof's personal opinions to advance their own research.Its time for profs to look beyond themselves and consider that maybe their research is not more important than their responsibility to students.",2.0,4.0,"Jul 19th, 2012",1548065
59,"These comments are way too hard on Scott Allard. Scott is really knowledgeable and friendly, and does not seem close minded. He is a very hard grader, but he also takes a lot of time to meet with students outside of class. He isn't a social worker, but about a third of SSA faculty aren't either.",5.0,5.0,"May 30th, 2012",1548065
60,"Dr. Allard is extremely knowledgeable, easy to communicate with, and open to further assistance outside of class. He is a tough grader but if you work hard you will do well. I would definitely take a class with him again. Don't miss him, one of the best professors at SSA. ",5.0,3.0,"Feb 19th, 2012",1548065
61,"Professor Allard is uncomfortable with concepts outside his own experience and research, and therefore intolerant and disinterested in new or challenging approaches to social policy. Researchers who often also teach, must resist the urge to indoctrinate students or at least be more tolerant, even though it may be contrary to their own work.",1.5,2.0,"Dec 28th, 2011",1548065
62,He was way picky on the paper - silly reasons why he would give students not so great grades - and I got one of the better grades!  I never really understood why he is teaching here - he has a PhD in political science - clearly nothing related to social service/social work.  On the positive side - I did learn something - the book Street Burecrat,2.5,4.0,"Mar 10th, 2011",1548065
63,Professor Amit tried at times to present the material well but often failed as probability theory was not his area of expertise. He also had a rude and sarcastic manner to him and once refused to answer someone's question on generating functions in class. His exams were hard and he relied on the TA to help the students.,2.0,4.0,"Sep 21st, 2020",2168135
64,Professor Amit was not a bad lecturer though probability theory was not his strongest suit. He was very rude to the students and once refused to answer a girl's question on generating functions because he thought it was stupid. His grading was tough and he was not very accessible after class.,1.0,4.0,"Sep 14th, 2020",2168135
65,"Professor Ando is great. He's very open to new ideas and once the student makes the effort to reach out, he is usually available for a chat. I was a complete rookie to ancient Roman empire history, so I had lots of questions when I was taking his grad-level class. But he was very helpful and sent me articles when he thought I might like them.",5.0,2.0,"Oct 13th, 2017",907446
66,"Lectures long and boring,  uses the terms  ""As it were"", ""so to speak"", ""something like"", ""might as well"", ""perhaps""', ""in my experience"", ""in modern terms"", ""in a way"", ""to the extent that"", ""as you can see"" ,  talks in circles. I spent way too much time on the Fall of the Roman Empire. .Smart guy  about the ancien Rome, so? Not recommended. ",2.5,3.0,"Jun 22nd, 2015",907446
67,I don't know if this was a course in classics or political indoctrination. Ando was trying to brainwash the students on his liberal political leanings constantly. I was afraid to disagree with him fearful of getting a bad grade. This class was bull and should have gone to the dean to file a complaint refunded. . Surprised this happens UChicago,2.0,4.0,"Jun 11th, 2015",907446
68,Overall excellent!!,5.0,1.0,"Aug 21st, 2012",907446
69,Spectacular view that the whole class were sleeping when he was babbling nonsense.,1.0,5.0,"Apr 8th, 2015",1798152
70,"Decent, not spectacular.",2.5,4.0,"Apr 5th, 2014",1798152
71,Professor Archer has great lectures and a clear grading scale.,5.0,1.0,"Jul 12th, 2018",64867
72,He is a very good and entertaining professor,5.0,2.0,"Apr 9th, 2018",64867
73,Great prof!,3.0,5.0,"Feb 12th, 2011",64867
74,Teaches material at level non-science students can understand. Looks just like Hugh Laurie from House M.D.,4.0,1.0,"Nov 23rd, 2008",64867
75,Very aloof. Not helpful to students. Travels too much.,3.0,1.0,"Jun 9th, 2008",64867
76,He needs to be more approachable. It's like he lives in his own mind. Doesn't communicate.,2.5,4.0,"Apr 19th, 2006",64867
77,He has the kindest eyes..,5.0,5.0,"Feb 24th, 2006",64867
78,such a cute geek,3.5,3.0,"Sep 1st, 2005",64867
79,Excellent professor. Clearly loves what he does.,5.0,4.0,"Sep 14th, 2003",64867
80,No Comments,4.5,2.0,"Sep 10th, 2003",64867
81,Brilliant mind! Great teacher.,5.0,5.0,"Jun 15th, 2003",64867
82,He makes the most difficult subject so easy. What a nice person.,5.0,3.0,"Mar 21st, 2003",64867
83,No Comments,4.0,3.0,"Mar 9th, 2003",64867
84,"His accent is hilarious and he's quite energetic. The material was hard for me to comprehend in class, but it was also my first college math course.",3.0,4.0,"Nov 3rd, 2014",615006
85,No Comments,5.0,4.0,"Nov 19th, 2005",615006
86,"What a guy, he is the quintessential guy, cant think of a better guy. I mean what more can I say about this guy. Take this guys class you guys.",5.0,4.0,"Apr 12th, 2021",571877
87,"What a guy, he is the quintessential guy, cant think of a better guy. I mean what more can I say about this guy. Take this guys class you guys.",1.0,5.0,"Nov 8th, 2014",571877
88,his paper is horrible.  do you have any logic and grammar?!!!!,,,,571877
89,"Really cares about his students. Flexible office hours, and very helpful. Also, he's brilliant.",4.5,4.0,"Mar 4th, 2010",220276
90,"completely unprofessional. insulted and laughed at me with his friends at a party because i wasn't doing well in class, ignored my efforts, and was extremely unhelpful. a total jerk.",1.0,3.0,"Feb 21st, 2006",220276
91,Strict for no purpose,1.5,3.0,"Jul 30th, 2004",220276
92,"Nice guy, not too hard.  Go to the problem sessions and ask for help during office hrs (although he occasionally skips).  Not a terrible time commitment tho.  Lectures are ok.  A bit too smart for his own good.",3.5,2.0,"Dec 10th, 2003",220276
93,"he really knows what he's talking about but his tests were nearly impossible.  Lots of proofs, especially delta/epsilon.  However, he really cares about his students.",3.0,5.0,"Dec 9th, 2003",220276
94,Ew.,1.0,5.0,"Nov 16th, 2003",220276
95,"uncaring and rude in general, not someone you want to deal with",1.0,5.0,"Nov 16th, 2003",220276
96,No Comments,1.0,5.0,"Nov 16th, 2003",220276
97,very smart,3.5,2.0,"Aug 11th, 2003",220276
98,No Comments,3.0,3.0,"Jun 30th, 2003",220276
99,No Comments,3.0,3.0,"Jun 30th, 2003",220276
100,"Easy class,reasonable amounts of homework, but hardly there during office hours.  Nice guy though.  Not too much of a time commitment.  Exams aren't curved so make sure you do well.",2.5,2.0,"Jun 9th, 2003",220276
101,"I overheard a conversation in French between him and a former student. He was extremely friendly to her. I greeted them both in French and he seemed upset that I understood their conversation. A Northwestern prof said his weakness allowed them to take the lead in African studies. I liked his intro to one book. Otherwise, my worst.",1.0,3.0,"May 17th, 2020",125455
102,"I had the pleasure of meeting Professor Austen at an introductory mixer before beginning at UChicago. He has high standards and little time for congratulatory nonsense. His grading is indicative of these values. He is intelligent and has a dry wit. Be prepared to act like an adult, and have your assertions challenged. Always do the reading.",5.0,3.0,"Feb 19th, 2018",125455
103,Worst professor I have ever had.,1.0,5.0,"Dec 7th, 2015",125455
104,Literally the worst teacher ever. Good job converting someone who used to love religious study to someone who will avoid it in the future. I'm done with this I'm going to go be a physics major,1.0,4.0,"Jul 27th, 2014",125455
105,"Smart, but pretty terrible at teaching. Worst prompts I've ever seen, and I've seen a lot of terrible prompts.",1.5,4.0,"Aug 7th, 2008",125455
106,He should value students as student standard not professor standard,2.0,5.0,"Aug 6th, 2008",125455
107,"Awful professor, he only assigned one paper topic and left most students confused about what he wanted. He refused to answer most questions asked after paper was assigned. To put it simply, he's an old hack and you should switch to a different section at all costs.",2.0,4.0,"Aug 2nd, 2008",125455
108,"Odd fellow.  Specializes in Africa, but seems to hate Africa.  I respect his opposition to anti-semites; he managed to work that into every lecture.",1.0,4.0,"Sep 15th, 2007",125455
109,Don't take his class in the morning. You will fall asleep for sure. even with five espresso shots.,1.0,5.0,"Jul 27th, 2007",125455
110,Never waste your time on this professor's class.,1.0,5.0,"Jul 26th, 2007",125455
111,"An exceptionally horrible Professor. He offers very little feeback and is very, very disorganized when assigning material. Not only would I not recommend his course, I would strongly recommend his resignation from the History Department.",1.0,5.0,"Oct 12th, 2006",125455
112,I'm amazed at the consistency of perceptions.  He's the worst.  I re-took the same class with a different professor. I enjoyed it and got an A.,1.0,3.0,"Aug 13th, 2006",125455
113,"I took 7 classes with this man some years ago.  He's easy to hate, but you can actually learn quite a bit from him if you can handle the criticism he drops.  Like the Knicks defense of the mid-1990s, he doesn't hold back.  Actually writes good rec letters if you do your work well.  I can see why so many despise him, but his persona has a warm side.",2.5,5.0,"May 9th, 2006",125455
114,"Very little feedback, uninterested in meeting with students.  Try not to take a class with him.",1.5,4.0,"Dec 5th, 2005",125455
115,"He's a pretty harsh grader, but I thought it was pretty easy to get a good grade from him b/c all he expected on the paper was a regurgitation of the material covered in class.  He was arrogant, but not more than any other professor here.  Knew his stuff.",4.0,3.0,"Mar 15th, 2005",125455
116,Wow- this dude is so bad.  definitely don't take his class.  You'll hate yourself for it.  he grades very harshly and offers minimal comments.,1.0,5.0,"Mar 2nd, 2005",125455
117,"Yes, he's a crotchety old man, but he really knows his stuff, and if he knows you really want to learn, he'll always go the extra mile for you. I had a great experience in his class.",4.5,3.0,"May 16th, 2004",125455
118,"These comments are completely unfair.  Ralph Austen is a great professor, extremely helpful.",5.0,2.0,"Dec 1st, 2003",125455
119,"Worst professor I ever had at the U of C.  He was just unbelievably pompous, incompetent, uneffective, cold, annoying!!!!",1.0,5.0,"Apr 9th, 2003",125455
120,Terrible. I want my money back.,1.0,5.0,"Feb 17th, 2003",125455
121,uh. stick to teaching spanish. the humanities are not for you,1.0,2.0,"Mar 3rd, 2009",874176
122,Horrible,1.5,1.0,"Feb 12th, 2009",874176
123,No Comments,3.5,5.0,"Aug 25th, 2007",874176
124,No Comments,1.5,5.0,"May 14th, 2007",874176
125,Kelly is very nice and very very intelligent.,3.5,1.0,"Aug 10th, 2006",874176
126,"Professor Babai is one of the best professors at the University of Chicago. He is both a brilliant mathematician in his own right as well as an incredible teacher, lecturer, mentor (a combination that can be very hard to come by). He leads you to solutions so that you truly understand, he is encouraging, and he gives problems that lead to insight. ",5.0,4.0,"Feb 25th, 2015",929320
127,"He's not ridiculously difficult and he doesn't assign a ridiculous amount of work (compared to some of the other math classes), but he does expect you to put in consistent (and relatively high) amount of solid work. His clarity, enthusiasm and demanding nature makes him the best professor I've had in this school.",5.0,4.0,"Sep 6th, 2009",929320
128,I had Babai for Algorithms and Combinatorics around 2000-1.  Damn straight he was hard. The commenter before me is mistaken. He doesn't expect you to know everything already; he just expects you to work your ass off. One of the best professors I ever had.,5.0,5.0,"May 18th, 2009",929320
129,Spends more time showing people how little they know than in teaching. Expects students to come into the course knowing all the material.,3.5,5.0,"Dec 6th, 2006",929320
130,I loved it.,4.5,4.0,"Jan 12th, 2016",1726679
131,Jason is hard but fair. He's also pretty funny--and not at all bad to look at.,3.5,5.0,"Mar 19th, 2014",1726679
132,worst,1.0,5.0,"Jan 30th, 2014",1726679
133,worst teacher ever,1.0,5.0,"Jan 30th, 2014",1726679
134,"This guy is great. He seems to know as much about American literature as he does about political theory, theology, and philosophy. My only complaint is that that made discussion confusing sometimes. But the discussions were always very lively.  Also, he's very funny, and very irreverent. I've never encountered an English professor like him.",4.0,4.0,"May 24th, 2012",1726679
135,Karna is brilliant.,5.0,5.0,"Jul 1st, 2009",1166127
136,No Comments,5.0,4.0,"Oct 10th, 2008",1166127
137,Professor Basu makes econ really fun and interesting.,5.0,4.0,"Sep 16th, 2008",1166127
138,"Despite being from India, had excellent English. Lectures were clear and fairly useful. However, the tests were on the difficult side. Problem sets were also not easy. I recommend him over Lima and Neal.",3.5,4.0,"Aug 16th, 2008",1166127
139,"Most people stopped showing up after the first week. iClickers nearly every lecture. As long as you pass most of the projects you should be fine. Tests are not too difficult, some questions can get confusing. Bell can sometimes go off on tangents or focus too much on unimportant stuff. I've heard he only focuses on one student at a time in his hrs.",3.0,2.0,"Aug 23rd, 2017",1801567
140,"Contracts with Ben-Shahar was my favorite class ever.  Who would have guessed contracts would be awesome?  His economics background makes it great.  The class moves at a fast pace, and the workload is intense.  Even among U. of C. professors, Ben-Shahar stands out for being really, really smart.  He is also funny and outside of class he is helpful.",4.5,5.0,"Jul 5th, 2009",1300324
141,"Great professor. Very enthusiastic about the subject and makes it very interesting. Very friendly, helpful and available outside of class. Gives great feedback on papers. Gives reasonable assignments. Just all around amazing.",5.0,1.0,"Mar 13th, 2011",1548629
142,"He forces you to talk for participation and then belittles you when you try. He is the rudest professor I've ever had and doesn't care about the general well-being of his students. There was so much writing, and he didn't clarify things when anyone asked. Everyone dreaded going to class because of the way he treated us.",1.0,4.0,"Dec 12th, 2016",260809
143,responsive to questions outside of class.,4.5,4.0,"Sep 25th, 2008",260809
144,"maybe a bit of a tough grader, but all in all, I think he's pretty fair. though, I sort of think he might be a robot.",2.0,5.0,"Oct 10th, 2007",260809
145,"My first paper from him got a C-, but I didn't understand why. After going to his office hours for clarification, and doing exactly what he suggested, I got a C on the second paper. Went to his office again, he gave no explanation, and I got a C on the third paper, for no reason I could understand.",1.0,4.0,"Dec 25th, 2004",260809
146,Okay he is not that bad seriously.  Despite some of his flaws (older man and a little old school) he is not that bad.,3.0,4.0,"Mar 15th, 2004",260809
147,"If you displease him with one piece of work (even a weekly discussion question), he will take it upon himself to end your success in his class.  After taking his class, you will want to make sure nobody else like you takes his class.  He will scar you.",1.5,5.0,"Oct 13th, 2003",260809
148,"Professor Bird is definitely a tough grader, but he gives fantastic feedback. TONS of reading. A lot of writing. Very accessible and helpful if you come to him outside of class. I took REES 20013 - a class on dostoevsky - and REES 26012 - Russian Civ 2. Excellent, passionate lectures. Better versed in his Dostoevsky, though.",5.0,4.0,"Jul 3rd, 2017",233386
149,"I wanted to do this bc there have been none since the 2000's. I have Bird for two classes this quarter, and he asks a lot from his students: essays+midterm+final test for both classes (history & lit) He definitely knows a lot and cares about what he's teaching, but sometimes the environment is a bit hostile. Hard grader/ mandatory attendance/READ!",4.0,5.0,"Feb 26th, 2017",233386
150,Great teacher,4.5,3.0,"Jun 22nd, 2008",233386
151,"Truly outstanding.  Seriously, nice guy, very genuine, and almost hot.",5.0,4.0,"Nov 17th, 2006",233386
152,still finding his wings.  Wants to cover evything under the sun.  Needs to focus on fewer texts/theorists (quality over quantity).  Genuine and fair.  Rewards interesting interpretations and encourages diversity (refreshing!),2.5,4.0,"Sep 1st, 2005",233386
153,Awesome Professor,5.0,3.0,"Feb 9th, 2004",233386
154,Great teacher. Very helpful in my first year. A very easy guy to talk to.,5.0,3.0,"Jul 25th, 2003",233386
155,"Funny and energetic. She would use PPT but most of the time we just critically discussed the material. I come from science background and this is the first philosophy class I took, and now I wish I had taken more courses earlier on.",5.0,3.0,"Jan 29th, 2013",1760843
156,"Corinne is enthusiastic and well-organized. She was able to generate very lively discussion, and is generally a very pleasant person. The reading load requires planning ahead. I liked the fact that she initiated a mid-term evaluation to see in what ways she could improve the course. None of my other professors have done that.",5.0,3.0,"Nov 3rd, 2012",1760843
157,phil's a fantastic prof.,4.5,3.0,"May 8th, 2011",361122
158,he's great.,4.5,3.0,"Oct 24th, 2010",361122
159,"Very nice guy, very helpful, enthusiastic and knowledgeable. Class is a little tedious, especially if you're just taking it to fulfill a requirement. Not as easy as I'd like for a core class. Write like he does in his chapters in the book and he'll love your papers.",3.0,3.0,"May 26th, 2008",361122
160,"Nice guy. Somewhat tedious and time-consuming, especially the final paper.  Doesnt understand we're not music concentrators, and this is just meant to meet core requirements.  Otherwise, it's ok.  Boring. Weird grading too.",4.0,3.0,"Mar 11th, 2004",361122
161,"Nice guy, moderate workload.  Very enthusiatic, but lectures the entire time, and little discussion, but cool guy.  Learn a lot of interesting stuff.  Moderate workload.",5.0,3.0,"Mar 3rd, 2004",361122
162,No comment,5.0,3.0,"Nov 17th, 2011",187523
163,A very committed instructor to teaching with a deep love for maths. Highly competent with a desire to inculcate in learners life skills in problem solving and critical thinking,5.0,2.0,"Jul 21st, 2009",187523
164,"The Bollerman is the best teacher I have ever had. It's a hard class, but he made it so much fun and interesting, and was incredibly personal with his students and really helpful.",5.0,5.0,"Aug 7th, 2008",187523
165,No Comments,5.0,1.0,"Sep 16th, 2007",187523
166,Boller made a hard subject easy...we'll miss him.,5.0,3.0,"Aug 27th, 2005",187523
167,No Comments,5.0,1.0,"Aug 26th, 2005",187523
168,hes awesome,5.0,3.0,"Feb 7th, 2005",187523
169,No Comments,4.5,2.0,"Dec 12th, 2004",187523
170,No Comments,5.0,3.0,"Oct 14th, 2004",187523
171,Hes so hot,5.0,1.0,"May 8th, 2004",187523
172,Boller is the man.,5.0,3.0,"Apr 7th, 2004",187523
173,"Awesome. I mean, the guy is a part time Shakespearean actor. So cool.",5.0,3.0,"Oct 27th, 2003",187523
174,No Comments,5.0,4.0,"Oct 20th, 2003",187523
175,No Comments,5.0,2.0,"Apr 12th, 2003",187523
176,Great teacher.  Really knows the subject well.  Tests and quizzes are very straight forward and similar to the study guides.  Highly recommended.,3.5,3.0,"Apr 3rd, 2014",1266533
177,Fantastic professor,5.0,5.0,"Jan 18th, 2013",1266533
178,Best prof I've ever had,5.0,3.0,"Jan 23rd, 2012",1266533
179,Amazing prof!,5.0,3.0,"Mar 28th, 2011",1266533
180,No Comments,5.0,3.0,"Jul 9th, 2009",1266533
181,"The beef I had was with the core concept of the class, not Prof. Borges. Perspectives is nothing if not a quagmire: too much material and not enough time to slog through it all. Also, I'd have selected ""tough grader"" above, but he didn't grade the exams. In all, the lectures were interesting, informative, and genuinely entertaining.",4.0,4.0,"Oct 25th, 2016",965790
182,"Jesus is a great teacher. Knowledgeable, kind and fun. Take his class!",5.0,4.0,"Oct 10th, 2010",1315968
183,"Professor Bouris is one of the best. She is genuine, honest, soft-spoken, and intensely caring about her students and the world. If you're lucky enough to be in her cohort, take advantage of her feedback and definitely go to office hours!",5.0,4.0,"Apr 2nd, 2018",1969960
184,"She genuinely cares about her students.  At the beginning of the year she sets very professional boundaries, don't let that stop you from dropping by her office.  She is a tough grader and appreciated seeing her students grow in self awareness.  If you're in her her first year cohort consider yourself one of the lucky ones.",5.0,3.0,"Aug 25th, 2016",1969960
185,"She is a very nice person. She explains well in class but sometimes boring. She tries to keep her class interesting. However, her tests are very tough. She is a hard grader. ",5.0,5.0,"Dec 25th, 2014",1969960
186,"Talks a lot, but it's entertaining and funny. Never fell asleep in the 8:00am class.",5.0,1.0,"May 9th, 2014",233400
187,"this is the most boring man ever born.  sorry.  i'm sure he's very smart.  but he's got the enthusiasm of the teacher on the ""Peanuts"" cartoons.  Blah whah, blah whah... when can we get out of here?",2.0,4.0,"Sep 2nd, 2005",233400
188,Made a potentially dull class very interesting and a lot of fun--would definitely recommend him to others.,5.0,3.0,"Jul 25th, 2003",233400
189,"Awesome!  Just a great person, and great prof!",5.0,2.0,"Jul 25th, 2003",233400
190,"I've never met a professor more egotistical and full of himself, which one can overlook if the professor were actually brilliant. Bradley, not so much. Lectures were disorganized, and he may or may not show up to class. The class was a waste of time. I would not recommend this class if you can avoid it.",1.0,2.0,"Nov 8th, 2016",366541
191,I took this class 2 years ago. He was very disorganized and could not stick to the material. The text book helped me pass the class not the professor. He skipped many classes. Other students taught instead of him.,1.0,1.0,"Aug 27th, 2008",366541
192,"Definitely a hot professor.  Is it true he was a captain on the wrestling team, and a linebacker on the football team?",5.0,3.0,"Oct 15th, 2006",366541
193,useless classes. hardly ever shows up and when he does he is unprepared. sloppy and unprofessional.,1.0,1.0,"Sep 10th, 2006",366541
194,"Very good teacher, interesting lectures.",4.5,2.0,"Dec 8th, 2005",366541
195,David Bradly was one of the best professors I had at U of C.  He was very helpful and the most attractive professor ever!,5.0,4.0,"Sep 23rd, 2005",366541
196,David Bradley teaches Sensation and Perception...one of the egregiously few classes (and professors) I actually very much enjoyed.,5.0,3.0,"Aug 29th, 2005",366541
197,Avoid,1.0,4.0,"Jul 27th, 2005",366541
198,No Comments,1.5,3.0,"Jul 27th, 2005",366541
199,No Comments,4.5,3.0,"Sep 30th, 2004",366541
200,ONE OF THE HOTTEST PROFS AT THE UOFC!!!  I WOULD EVEN JUST GO TO CLASS TO STARE AT HIM!  YUMMY.  REALLY COOL GUY TOO AND GOOD CLASS!,4.5,3.0,"Mar 15th, 2004",366541
201,"Lecture is 3+ hours of recorded videos per week. Class is just practice problems led by incompetent TAs. Even though this is supposed to be an immersion class, it feels like it's meant for people with existing foundations in discrete math and algorithms. This class is time-consuming and frustrating.",2.0,5.0,"Jul 6th, 2021",236282
202,Lectures are exact transcription of notes onto board. Short temper. Always grumpy. Makes TAs and graders hustle while avoiding responsibility.,1.0,3.0,"Apr 14th, 2021",236282
