,Comments,Quality,Difficulty,Dates,TeacherID
37,"His class was difficult but not impossible. He is not mean spirited, and he does want his class to learn. He has received poor ratings due probably to his inexperience with teaching.",3.0,5.0,"Dec 15th, 2008",1175325
38,It is really hard for me to understand what he is saying,2.0,4.0,"Dec 12th, 2008",1175325
39,He's obviously a gifted mathematician.  That said he should never be allowed to teach.  I'd learn more math by staring at a broken TI-83+ for an hour.,1.0,3.0,"Dec 5th, 2008",1175325
40,"Don't bother going to class, it won't help at all.  You're better off teaching yourself the material.  If I hadn't taken calculus in high school I would have failed the class. He's a terrible teacher.",1.0,5.0,"Nov 23rd, 2008",1175325
41,Class is difficult and close to a waste of time.  Teaches at a very quick speed andn does not explain material well at all.  The book can be difficult to understand but is a necessity as it is basically the only way to learn the material.Tests are difficult and the problems on both test and book are harder than examples from class.,1.5,5.0,"Nov 22nd, 2008",1175325
42,"Pretty funny sometimes, and makes sense if you can follow what he's doing, but a lot of times the homework problems are a lot harder than the examples he gives in class.",3.5,3.0,"Nov 20th, 2008",1175325
43,Terrible calc 2 teacher. Class is a waste of time; you are better off skipping and teaching yourself from the book. Be prepared for tests that challenge your intelligence more than your knowledge.,1.0,4.0,"Nov 12th, 2008",1175325
44,Surprised by the poor review.  This professor has several years of experience in InfoSec and keeps the discussions and assignments relevant to current technology and trends. Combination in-class and online discussions that are interesting.  Short papers weekly and long group paper due at the end.  Worthwhile experience for a foundations course.,5.0,3.0,"Sep 23rd, 2013",1829170
45,Terrible instructor. Does not know material. Told class we needed to read her mind. Seems to do a reverse curve to keep most people from getting an A. Grading arbitrary.,1.0,5.0,"Aug 19th, 2013",1829170
46,"Scolds people who ask ""dumb"" questions, discouraging to those who don't already know the content.",1.0,5.0,"Mar 2nd, 2015",1346305
47,Great professor.  Extremely helpful. Very hands on. Sincerely interested in students.,5.0,3.0,"Apr 6th, 2014",1346305
48,Very difficult. Demands things to be done his way. However you will learn how to code.,2.5,5.0,"Nov 1st, 2011",1346305
49,No Comments,5.0,5.0,"Oct 30th, 2009",1346305
50,"The whole Archaeology department is just lovely, but Dr Anderson is something else. She is so caring, the class is never dull, and in addition to her heartwarming character she is incredibly experienced and knowledgeable. If you get the chance to take any of her 2.5 hour classes in the archaeology museum, take one, no matter your major.",5.0,3.0,"Apr 4th, 2018",1746849
51,"Any class by Anderson is going to be incredible! She is sweet, personable, and you really learn the material via discussion and interaction.  If you are an archaeology major or not you HAVE to take one of her classes! AS.040.218(01)",4.5,3.0,"Sep 7th, 2012",1746849
52,Prof. Andreas is super kind and relaxed. He is a great lecturer and I learned so much in one semester with him. If you put in some effort you will come out with an A. highly recommend his class,5.0,2.0,"Dec 24th, 2018",1298301
53,"Professor Andreas makes what could be a very dry subject - sociological theories of Marx, Durkheim, and Weber - interesting and relevant. The class involves a decent amount of reading and writing, but it's graded fairly, and class participation is also factored into your final grade.",5.0,2.0,"Nov 22nd, 2009",1298301
54,The professor spent lecture time explaining things (badly) that were tangentially related to the course and when asked a question about something actually important would laugh at you and tell you to read the book.  No wonder every project got an extension; he didn't explain how to do projects until the day they were due.,1.0,3.0,"Jun 14th, 2012",1674137
55,"Professor Angelini is highly knowledgable on the many disparate subsets of anthropology and is an expert purveyor in interesting ideas. This class is basically like more concrete philosophy in that you regularly write, discuss and consider ideas on many topics within anthro. He is also an extremely kind human being. At times, it gets too political.",5.0,2.0,"Sep 17th, 2020",2535496
56,"Professor Angelini is highly knowledgable on the many disparate subsets of anthropology and is an expert purveyor in interesting ideas. This class is basically like more concrete philosophy in that you regularly write, discuss and consider ideas on many topics within anthro. He is also an extremely kind human being. At times, it gets too political.",5.0,3.0,"Nov 9th, 2019",2535496
57,"Prof Angelini is so amazing. He is so well versed and is very passionate and intelligent in his field, he gave amazing lectures that were extremely insightful and interesting. He asks for participation in classes but he makes it so easy and interesting to participate it doesn't matter. If you are at all interested in anthro/culture, take his class",,,,2535496
58,"Only lecture I actually looked forward to going to on Monday/Wednesday/Friday mornings... great guy, very funny, and absolutely adorable",5.0,2.0,"Dec 15th, 2013",1723899
59,"This dude is adorable. It was worth it to take the class for his adorable nerdiness. Other than that, the content gets hard quickly, and the class is hard to follow. Campus studyand help services are definitely a must, at least for me.....",4.0,3.0,"Nov 22nd, 2013",1723899
60,Very enthusiastic and good at explaining the concepts. Tests are hard but if you do the homework and the practice problems you will succeed. Class is enjoyable because of his obvious enthusiasm and his fantastic one-liners.,4.5,3.0,"Nov 17th, 2013",1723899
61,"Very easy to understand, and gives lots of examples. He is also very enthusiastic, which goes a long way in a math course. The tests are extremely fair, and you will be well prepared if you do the homework problems again as a means of studying. The best math teacher i have had at Hopkins so far.",5.0,2.0,"Nov 15th, 2013",1723899
62,Very nice person.,4.5,4.0,"Dec 19th, 2012",1723899
63,"Great professor,also a great person.",5.0,4.0,"Dec 7th, 2012",1723899
64,Very enthuastic and helpful. He wants you to succeede. If you put the time in you will get a good grade.,4.5,3.0,"Jul 27th, 2012",1723899
65,"Slight accent, but by no means impairs his teaching. Basically says everything the book says, just makes it more clear, so lecture isn't completely mandatory. Very enthusiastic, which makes it a bit easier to pay attention. He's pretty helpful and his jokes are funny because of certain malapropisms. When it comes to math, not a bad teacher at all.",4.0,2.0,"May 17th, 2012",1723899
66,Engaging lecture style with clear motivation for every class. Super accessible for addition help. Very willing to write recommendation letters if you knows you well enough.,5.0,3.0,"May 15th, 2012",1723899
67,Professor Armitage is great.   Nice guy and very clear.   His lectures are engaging and I really liked going to class.,5.0,3.0,"Jun 2nd, 2017",1685969
68,"Although Professor Armitage tends to be a bit scattered on occasion, if I judge this class by what I actually learned this was one of the very best at JHU.   I never really ""got"" physics before, but in this class I think I finally understood what it was all about.  He has a unique way of explaining and getting inside physics that clicked with me.",5.0,3.0,"Jun 10th, 2016",1685969
69,Professor Armitage wants the students to succeed.  The material is hard though.  He has extensive office hours which are helpful.,4.0,3.0,"Apr 7th, 2015",1685969
70,"The only thing I would say is that although he says you can look at old exams online to see what his exams are like that is not really true.   A much better guide to his exams are the homework problems.  Some people complained that he put identical problems from HW on the exams, but I don't really see how this is a bad thing.",4.0,3.0,"Dec 6th, 2013",1685969
71,"I took Prof. Armitage for 105.  I'd had AP physics previously, but I learned much more in this awesome class.  Great professor!",4.5,4.0,"Jul 21st, 2012",1685969
72,"Hard class, but good.  You'll definitely learn alot, but you will have to work.  He is an enthusiastic lecturer.",4.0,4.0,"Jan 17th, 2012",1685969
73,"I loved having Aronhime. He's very eloquent, quite funny, and truly cares about the material and his students. Grading on exams and quizzes can be tough but you truly learn a lot. I'd definitely enjoy having him as my prof again.",1.0,5.0,"Apr 17th, 2021",329960
74,"SO much homework  8 hours a week for this one class. Attendance and participation in discussion (camera on) is mandatory, but most of the time he drones on and on. It is unclear what we have to know versus what he is discussing for his own fun. This class made me cry multiple times and I reconsidered my minor twice.",5.0,3.0,"Jan 13th, 2021",329960
75,"I loved having Aronhime. He's very eloquent, quite funny, and truly cares about the material and his students. Grading on exams and quizzes can be tough but you truly learn a lot. I'd definitely enjoy having him as my prof again.",4.0,3.0,"May 15th, 2020",329960
76,Thought his teaching style was pretty ineffective while I was in class but looking back I actually learned a lot.,4.0,3.0,"Apr 9th, 2020",329960
77,"There is no textbooks but there are readings for every class online and he will give reading quizzes if he doesn't think people have read. Curve is based on section. Case studies are difficult, regular assignments are not. You get a cheat sheet for the exam which is how you do the entire test, so do not procrastinate on them they will save you.",1.0,2.0,"Mar 4th, 2020",329960
78,I found Professor Aronhime to be a rude and aloof Professor. He gave off an arrogant attitude that made the teaching quality in class poor. I think he lacks the guts to be humble and look at himself as being there to help students rather than self-aggrandize.,5.0,3.0,"Nov 9th, 2018",329960
79,"Fall 2017. This was back when it was a writing intensive class, which made the amount of work a bit excessive. Lectures were super interesting, with easy reading quizzes about once a week. Aronhime definitely is one of the better professors, because he actually has real world experience in the subject matters he taught. Curve is based on section.",5.0,3.0,"May 7th, 2018",329960
80,"Aronhime is probably the most interesting professor I've had so far at Hopkins. Unlike most of the professors here, he has real world experience that he uses to enhance lectures. His lectures are always interesting (even in a boring class like Financial Accounting), because he ties in stories about his experiences as an accountant and manager.",5.0,2.0,"Jan 6th, 2018",329960
81,The lectures were always the most insightful and interesting things to sit through. Very wise man. BUT: an ample amount of busywork Advise: If Aronhime changes his voice an octave lower.. probably understand the statement fundamentally with some examples for exams. Favorite professor so far at Hopkins. Put some effort in and the A will come.,4.0,3.0,"Dec 20th, 2016",329960
82,awesome guy,4.0,3.0,"Apr 9th, 2015",329960
83,"Lectures aren't helpful in terms of testgrade, but they are enjoyable to sit through. You can learn a lot about how the business world works from him, but I'm not talking about the test material. His stories, insight, and lectures teach much more than his powerpoints and tests. In fact, I would say his tests are unnecessarily obscure.",5.0,3.0,"Dec 6th, 2011",329960
84,Aronhime knows how to keep students interested and motivated. He is an incredibly fascinating man with a true depth of knowledge in business and beyond. He has much to offer the students of Johns Hopkins.,4.0,5.0,"Jul 22nd, 2011",329960
85,Way too much work. Far too much homework and way too hard on the grading. His intro to business class is easy though.,5.0,2.0,"May 24th, 2011",329960
86,"Professor Aronhime is great - go to class, sit in the front of the lecture and take it all in. Its a decent amount of work but its not difficult!",4.5,2.0,"Apr 15th, 2011",329960
87,"He is an extremely interesting and engaging professor. There is no textbook, instead he lectures from PowerPoint Slides. Midterms are multiple choice and relatively challenging, but you get a cheat sheet. I highly recommend this course to everyone!",5.0,3.0,"Apr 13th, 2011",329960
88,"Excellent accounting teacher. He was able to explain the principles of accounting in a clear way and show you how things work in the real world. Great at explaining, bringing context to questions and asks great questions that really make you think. Highly rate him.",5.0,2.0,"Apr 13th, 2011",329960
89,Very interesting knows what he's talking about,4.0,2.0,"Apr 22nd, 2010",329960
90,"Lecture is somewhat entertaining/useful. Material on the powerpoints make up the midterms. Section is useful for homework. Reading material can be interesting, and he gives basic pop-quizzes just to see if you read them/for attendance purposes.",4.0,3.0,"Apr 14th, 2010",329960
91,Love his stories. The tests are pretty easy.,5.0,2.0,"Jan 28th, 2009",329960
92,Very efficient and clear professor. His classes are truly engaging and the best on campus. Very good TA's as well!,2.0,3.0,"Jan 15th, 2009",329960
93,.,,,,329960
94,Best prof at Hopkins by far. I take classes literally just bc he teaches them.,5.0,2.0,"Feb 11th, 2020",357849
95,Best prof at Hopkins by far. I take classes literally just bc he teaches them.,5.0,2.0,"Nov 3rd, 2015",357849
96,"There are several plays you need to read and weekly journals to be done.  As long as you do that and memorize lines given (not too many), then it's an easy A.  Great guy.  Always wants the best for you and is quite understanding.",4.0,1.0,"Nov 3rd, 2009",357849
97,"Astin is respectful to his students and covers material that is generally interesting to read and think about. During his lectures, he tends to get off track and go on random tangents. He has a good sense of humor and knows a lot about theater and film. Though sometimes his classes become redundant, overall I recommend.",4.5,1.0,"Nov 16th, 2004",357849
98,He has a great way of making everyone feel like they're his favorite student.,4.5,1.0,"Oct 14th, 2004",357849
99,"Course is easy and not stressful at all.  Astin tends to go on tangents about anything, and as long as you don't mind that, you'll enjoy the course.  The classes tend to be large, so there is less stage time for everybody.  Doing scenes was the best part.",5.0,3.0,"Jul 3rd, 2004",357849
100,"He is kind, funny, passionate and enthusiastic about what he's teaching. He is also brilliant; best acting coach I have had.",,,,357849
101,Reviews material from the previous lecture thoroughly during each lecture and is approachable. Genuinely cares about students.,4.0,3.0,"Oct 24th, 2017",2059693
102,"Prashant is a brilliant lecturer, had him for 550.211, he speaks very clearly and genuinely cares about his students.",5.0,2.0,"Mar 27th, 2016",2059693
103,"Pretty bad professor overall. Doesn't respond to emails, office hours almost useless and has a god-complex while teaching. Take LADE with another professor if you can (he also teaches prob stats for bio and for engineers).",1.5,5.0,"Dec 18th, 2015",2059693
104,"Avanti's classes are really hard but once you get the hang of things, you find that you actually learn a lot in her class! Her homeworks are long, so she should work ahead of time and study a little each day. But she's actually very helpful during office hours and an overall very caring professor.",5.0,4.0,"Mar 23rd, 2019",1732926
105,Avanti is one of the best professors I've had at Hopkins! The homeworks and tests can be hard but as long as you work outside of class and meet with her a few times you should do well.,5.0,3.0,"Aug 15th, 2018",1732926
106,"Lectures are well organized and provide interesting information. That said, the work load for this course is ridiculous. Prepare to spend about 15 hours a week on HW assignments. Tests focus on the application of the material despite mostly derivations focused on in class. Go to office hours as she will explain in great detail the HW answers.",2.0,5.0,"May 26th, 2018",1732926
107,Good lectures but silly homework load and tought grading. Stay away unless you are really commited to learning.,2.0,5.0,"May 17th, 2018",1732926
108,It really feels like she doesnt want students to do well with her stupid homework and awful curve. Which sucks because Intro stat is not supposed to be hard. Take with torcaso at any cost,1.0,4.0,"Dec 16th, 2017",1732926
109,"The homework is ridiculous, 10-15 pages of busywork. Not a very understanding professor either and takes off points for stupid things. Makes the class a lot harder than it has to be.",1.0,4.0,"Nov 17th, 2017",1732926
110,"Avanti is the embodiment of everything wrong with Hopkins. Intro Stats is a class with straightforward material, but she makes it as hard as possible with ridiculous homework, no curve, and awful lectures. Homework regularly takes 10+ pages and is graded harshly. ONLY positive is reasonable tests, but the curve is so bad it wont matter. AVOID.",1.0,5.0,"Nov 14th, 2017",1732926
111,"She is very diligent. Boring in class sometimes. Homework is difficult and long, however this is the rigor that should be expected in a 400/600 level course at JHU. Athreya gives you all the information you need to succeed, just a matter of absorbing it.",4.0,5.0,"Oct 17th, 2017",1732926
112,You should know that she emphasizes concepts alot. There's at least 5-6 multiple choice/true false questions at the beginning of each midterm over conceptual things like data assumptions/distributions that you have to know otherwise your test grade will immediately tank even if you know all the math. Otherwise very nice/great lecturer. Study hard,5.0,4.0,"May 20th, 2017",1732926
113,The lectures are fun and the work is interesting. the homework is ridiculous,4.0,2.0,"May 16th, 2015",1732926
114,Went to office hours once and she's very good at explaining concepts.  Lectures are very slow paced and she's not so good as keeping the attention.  The class barely ever listens to her.  Easy though.,4.0,1.0,"Jul 3rd, 2012",1732926
115,"Have to give her a low score bc she bailed from the class w/o updates. Put us 2 wks behind in work, had to get a sub prof. The sub B Kondo redesigned the entire course bc the syllabus made no sense. The redesigned class was fun tho: easy readings, short discussions, 1 big ppt project. Just wish we learned more abt the marketing & develpt of meds.",1.0,2.0,"Jun 16th, 2020",2561152
116,"Not my favorite professor. She's difficult to reach, not prompt with replies, and sloppily put this course together. Easy A, but don't expect to take much away from this class if you aren't seeking the answers yourself. I learned a lot because I read the textbook, but she doesn't teach anything and I read more than I needed.",2.0,2.0,"Jun 10th, 2020",2561152
117,Never responds to email or submits grades.,1.0,3.0,"Jan 11th, 2020",2561152
118,He is a boring lecturer.  Wears his shirt unbuttoned nearly halfway down.  Otherwise a reasonable course.,2.5,3.0,"Feb 11th, 2010",784961
119,You must first read the textbook prior to attending the class. Otherwise you might get lost in the class.,2.0,4.0,"Nov 4th, 2007",784961
120,No Comments,1.0,3.0,"Mar 17th, 2006",784961
121,No Comments,3.5,2.0,"Dec 19th, 2005",784961
122,P. Badecker seems very apathetic about his students and their success in his class. I took this class as a gen ed requirement at the UofA and I highly regret it. Many of us in the class (from Seniors to Chem majors) all struggle with his class. Very unclear; unhelpful; monotone; confusing; high LING vocabulary. Do NOT risk your GPA!,1.0,5.0,"May 9th, 2010",54642
123,"Language and Mind class had potential to be interesting, but fell flat via Dr.Badecker's lectures. He seems to be an extremely nice human being and wants you to learn, but drones on (with a liberal amount of ""um's"") and has rather dull lectures. Good way to geat some 'easy' natural science credits though.",3.0,2.0,"Feb 11th, 2008",54642
124,"Not bad at all, if you're interested in the subject.",3.5,3.0,"Nov 6th, 2006",54642
125,"seemed like a nice guy outside of class, but talked like a textbook in class",1.5,4.0,"Dec 19th, 2005",54642
126,"Nice guy, confusing lectures.  I ended up relying almost entirely on the readings and skipping lectures because they just confused me.",2.5,3.0,"Dec 17th, 2005",54642
127,"His lectures were boring and he droned on endlessly.  Occasionally he would put a little humor in the class to jazz it up, but you had to be there on the right day.  And by occasionally, I mean twice in the whole semester.",3.0,2.0,"Dec 12th, 2005",54642
128,"the class was pretty boring. though his powerpoint lectures were very organized, his presentations were extremely confusing.",2.0,4.0,"Nov 20th, 2005",54642
129,"Dr. Badecker was one of the best professors I had at Hopkins.  His lectures were thought provoking.  On a personal level, he gave me  excellent career advice that has shaped major life decisions.  Take his class!",5.0,3.0,"Oct 24th, 2004",54642
130,No Comments,5.0,3.0,"Feb 24th, 2004",54642
131,No Comments,4.0,2.0,"Feb 23rd, 2003",54642
132,Teaches introductory Cognitive Science class that drives people out of the major,1.5,4.0,"Jun 4th, 2002",54642
133,"Animal Behaviour. Great professor, class was taught with two professors alternating lectures (Farrah Madison). Both are good professors, clear, knowledgable, but Dr. Ball moreso. Do the reading and it's an easy B, if not an A. Loved this class. It changed the way I think about so many things. Big emphasis on why certain behaviours evolved.",5.0,2.0,"Jul 7th, 2011",21602
134,Dr. Ball is my favorite teacher ever.  He's charismatic and super nice.,5.0,3.0,"Apr 13th, 2011",21602
135,"I took Professor Ball's Intro Psych class and thought it wasn't difficult. Also, his lectures were interesting to listen to and easy to follow as well--I'm an antsy person, but I never had problems with listening to his 1.5 hour lectures! I don't know if he still teaches Intro Psych, though.",4.0,2.0,"Dec 18th, 2009",21602
136,He's a pretty good speaker but his exams kinda suck. and the TA graded my paper in like 10 mins in front of me. don't take it for an easy A.,4.0,3.0,"Sep 7th, 2008",21602
137,"By far the best professor I've ever had and the best class I've ever taken! He is smart, funny, and extremely engaging. You can tell he loves what he does, and he knows how to present the material so that it is always interesting. Amazing prof - definitely take the class.",5.0,3.0,"Apr 28th, 2006",21602
138,"Everything you want in a professor: interesting, funny, loud and clear!  His lab researchs birds which explains his obsession with avian creatures!",5.0,1.0,"Feb 23rd, 2006",21602
139,"Great great great!  He does focus on birds as this is his main area of research but he's hilarious, extremely smart and engaging, very helpful, and tirelessly earnest.  He gets to know students in his huge lecture classes and was a ton of fun in the Galapagos and in Ecuador.  You should be so lucky as to ever have as inspiring a prof.",5.0,2.0,"May 30th, 2005",21602
140,one of the best teachers i have ever had.,5.0,3.0,"May 4th, 2005",21602
141,I really don't see why everyone says he focuses too much on birds.  He covers a lot of other animals as well.  Not a bad professor.,4.0,3.0,"Apr 12th, 2005",21602
142,"Couldn't teach a bird how to fly, but birds are all he talked about.  What a bore.",1.0,3.0,"Dec 3rd, 2003",21602
143,Awesome professor! I had him in Ecuador/Galapagos Islands over intersession.  He's so much fun!,5.0,3.0,"Nov 17th, 2003",21602
144,No Comments,1.0,1.0,"Mar 3rd, 2003",21602
145,Dr. Ball is a fantastic professor. He is as clear as can be and is funny at times. Most people find the material very interesting. One of the best parts of the class is that students often ask Dr. Ball about his views on various economic issues--it's cool because he's a fairly eminent monetary economist and macroeconomist generally.,5.0,2.0,"Nov 5th, 2013",469935
146,"extremely helpful. amazing teaching ability. difficult materials, but he makes it easy.  learned a lot in his class, and actually enjoyed learning econ.",5.0,4.0,"May 24th, 2008",469935
147,His lectures were clear. The book was ok. Students had to do a lot of work on their own or find a good TA.,3.5,2.0,"Nov 2nd, 2007",469935
148,"lawrence loves 'steaming right along'.  He is too smart for his own good, which makes explaining things difficult for him.  midterms were hard but manageable.",3.0,4.0,"Apr 13th, 2007",469935
149,"Boring class, difficult midterms, and not helpful at all",1.5,4.0,"Nov 30th, 2006",469935
150,"A pretty good professor. Teaches the material well. However, he stutters a bit and spens too little time on some (difficult) topics while giving way too much time on easy topics. Nice and friendly but can be bossed around by students.",3.5,2.0,"Nov 6th, 2006",469935
151,What a sweetie.,4.5,3.0,"May 17th, 2006",469935
152,"Probably has a speech impediment, lectures are good to sleep through.  All the information needed is in the textbook, and Ball seems like a genuinely nice guy, even if he rambles through his incoherent lectures.  Make sure you get a TA who actually speaks english.",2.5,2.0,"Jan 17th, 2006",469935
153,BOOORING.,2.5,3.0,"Dec 18th, 2005",469935
154,his lectures are so boring!,2.5,3.0,"Nov 20th, 2005",469935
155,Very average professor,3.0,3.0,"Sep 22nd, 2005",469935
156,No Comments,5.0,3.0,"Jun 17th, 2005",469935
157,"Seemed like a nice guy. Tended to stutter a lot, though- I got the impression he had stage fright (it was a pretty huge class). Class would have probably been easy if I'd studied- but why bother, right?",2.5,3.0,"Mar 27th, 2005",469935
158,A good professor though somewhat hard to follow,3.5,3.0,"Oct 9th, 2004",469935
159,awesome TA,4.0,2.0,"Oct 13th, 2010",1009572
160,Great guy!,5.0,1.0,"Oct 13th, 2010",1009572
161,"He's not brilliant, and he used a lot of formal approaches in a basic linear algebra class. Other schools don't use nearly as much formalism in linear algebra. He was immature, emotional, poorly organized, and uninterested in student success.",1.0,5.0,"Jun 10th, 2008",1009572
162,"Best TA any of us had ever had. Absolutely brilliant, to the point where he could always find a concise way of explaining things that would make sense to you. Very friendly, always willing to help. The absolute best.",5.0,2.0,"Dec 28th, 2007",1009572
163,Best TA I've ever had.,5.0,3.0,"Dec 28th, 2007",1009572
164,"His lectures were very unclear because he skips steps and doesn't define all of his concepts. His subsequent clarifications don't help much. He also lectured out of the assigned textbook a fair amount, so it was difficult to clarify unclear points. As an older student, I felt some discrimination by the teacher. Very immature. Hyper.",1.0,4.0,"Aug 5th, 2007",1009572
165,"He almost never uses the assigned textbook which includes a lot of linear algebra applications, but instead uses formal proofs drawn from other textbooks. His lectures jump around from point to point, so it's difficult to follow the logic of the proof. He doesn't return homework in a timely manner and is very unhelpful outside of class.",1.0,5.0,"Jul 20th, 2007",1009572
166,"He seems to think that your average student learns best via proof. The textbook is also close to useless- problems are in the right place by chapter, but not by section.",2.0,4.0,"Apr 27th, 2011",1569517
