,Comments,Quality,Difficulty,Dates,TeacherID
32,"He's a good professor. His exams are pretty tough (he only has two: midterm and final). There are labs every other week, two lab tests, and two projects. He gives bonuss point for participating in class, so participate. The points add up and can boost your grade A LOT.",4.0,3.0,"May 8th, 2019",2136814
33,"You get what you're paying for. This is an introductory course that challenges you in a good way, even if you are starting from ground zero with programming. Take the bonus points, they add up. Weekly labs with two projects and he gives you a good notice in advance. Some of the instructions from them require deciphering. Go to class, you'll be fine",1.0,5.0,"Apr 23rd, 2019",2136814
34,DONT TAKE HIS CLASS NO MATTER WHAT!!!!!,1.0,5.0,"Apr 12th, 2019",2136814
35,"This was very difficult, hardest course ever if you never took any computer science class do not even think about taking him. i never got a B in my life still never did but he was the first one who give me a C. i work my ass off for this class but still got a C he gives extra credit THO.",4.0,2.0,"Jan 9th, 2019",2136814
36,"Dr. Abumuhfouz is a very good professor who teaches the material very effectively. When you participate in class, he gives you ""bonus points"" which seem arbitrary, but over time accumulate and can make a huge impact on your grade. He can be unclear sometimes on assignments, and the homework often has errors, but overall he is a great professor.",1.0,5.0,"Dec 10th, 2018",2136814
37,"He was amazing until the final came around! He gave us a 30 page study guide with NO ANSWER KEY!! Thus, I spent countless hours working on a study guide having no clue whether I was doing it correctly. It was absolutely ridiculous!!!!!",5.0,5.0,"Oct 23rd, 2018",2136814
38,Professor Abumuhfouz is a great professor. His lectures are very interesting and hands on. He gives out extra credit for class participation. His class is very tough however. Don't go into this class thinking it is going to be an easy A because its a 100 level course because it's not.,3.0,5.0,"May 12th, 2018",2136814
39,"I took programming for math credit to try something new. This was very difficult, and Ismail was very inconsistent on how hard the course actually was. DO take advantage of participation, as he gives extra credit. This brought me from a low D to a high C for a final grade :)",3.0,5.0,"Apr 2nd, 2018",2136814
40,"Dr. Abumuhfouz teaches all of the material in long lectures and gives an insane amount of homework outside of class. You will probably spend the most time on this class with the amount of work he gives. The only good thing is he makes himself accessible outside of class, but once you understand the concepts, its still hard to do all the work.",5.0,3.0,"Jan 21st, 2018",2136814
41,"Ismail was a very good teacher. He gave plenty of opportunities for extra credit both from class participation and on every test. I really liked the class, but I had prior experience before the class. On blackboard he has the class's average grade shown; it was a 68%. This feels super low, but a lot of the students refused to do the work.",,,,2136814
42,Ms. A is seriously the best. She pushes you to be better by getting out into the community and knowing how to communicate with your subjects. She's super helpful & encouraging.,4.0,3.0,"Jul 31st, 2018",622733
43,Miss A is actually my favorite professor I've ever had. Take her and she will make you  learn and love photography. She is passionate and knowledgeable.  TAKE HER CLASS.,5.0,4.0,"Nov 30th, 2016",622733
44,"SJB 101: I think this was her first time teaching & while she did okay she definitely made the class towards journalism majors, & as an AD major it made it very boring. We had assignments every two weeks or so (1-2 pages of writing, fairly easy).  Took attendence but it was never factored into our grade so???? she's very nice but can be confusing",2.5,2.0,"May 3rd, 2016",622733
45,"Ms. A is the best! She is the ultimate badass photojournalist, and has some great stories. She makes you work for it of course, but I ended up learning a lot from her. She makes class work fun and I always leave her class excited and more inspired. She was a great professor to have as a first semester freshman.",5.0,4.0,"Jan 11th, 2016",622733
46,"She's the kind of professor who eventually grows on you. So give it time. She is pretty nice, but you need to show a considerable amount of interest in her subject in order to seek help from her. She might give you the feeling that you need to impress her, but don't try hard. let your work speak for you. And her passion for Crossfit is contagious.",3.0,4.0,"Jul 9th, 2015",622733
47,"Lighting class is useless. She barely does any hands on teaching, just tells you about how to do it, shows you some examples, expects you to do it all on your own. Also she's more interested in you creating work for your portfolio than you actually learning the skills well. She has an abrasive personality and talks down to many students.",1.0,4.0,"Aug 6th, 2014",622733
48,"Don't buy the AP style book, you can find the info online it's a waste of money. The class has a lot of opportunities to earn points. She doesn't post grades on Blackboard, but she does hand assignments back quickly. Very passionate about writing.",3.0,2.0,"Nov 19th, 2013",622733
49,"Loved her class! Very sweet and passionate about photojournalism! I took her Intro class, it is demanding, but that is how the entire program will be.",4.5,2.0,"May 3rd, 2012",622733
50,"Had her for Lighting class and she is a cool person, but didn't feel like we did enough hands-on work.  The classes are so long and all she does is show examples of professional work and expect us to copy that.",3.0,5.0,"Nov 8th, 2011",622733
51,"Mrs. A is an awesome professor. She's a lot of fun and most definitely knows what she's talking about. If you're failing the class that's on you, there's no reason anyone should fail.",5.0,3.0,"Apr 21st, 2011",622733
52,She is the light of my life,3.0,3.0,"Jul 2nd, 2008",622733
53,"Great professor, fair, balanced. She knows what she is doing. If you are failing its on you.",4.0,5.0,"Nov 14th, 2007",622733
54,She's a REAL **** and unhelpful. She has favorites and if you are not one of them don't bother.,1.5,4.0,"May 19th, 2005",622733
55,"Jonathan is horrible. I have never missed this class and I dont understand what is going on in here. Hes boring, monotoned, and just an overall bad teacher. Hes teaching broadcasting classes and hes a photojournalism professor; does not know what hes talking about. This man really gets on my nerves and I can wait to leave the class!! Horrible!",1.0,4.0,"Nov 8th, 2020",1711059
56,Hate this class.,1.0,1.0,"Oct 17th, 2019",1711059
57,He is so boring!!! He is the reason why I hated this class. I failed almost every exam in his class and have not learned anything. This class was definitely a waste of money. I then asked him for help and he told me I dont know what to do. I will neverrrrrrrrrrrrrr take this class if I was paid for it. Get away while you can. Youll hate college,1.0,3.0,"Oct 17th, 2019",1711059
58,"I had Jonathan for SJB101, and hated the class. He was not willing to help me or to explain what was going on. It is hard to stay engaged in class because he is monotoned and boring. I have not learned anything in this class and its so sad.",1.0,1.0,"Oct 3rd, 2019",1711059
59,He is so sweet but he doesnt not know what he is talking about. If all possible avoid this class.,1.0,1.0,"Oct 3rd, 2019",1711059
60,Boring,1.0,2.0,"Oct 3rd, 2019",1711059
61,I DID NOT LIKE THIS CLASS!! He is so boring.,1.0,2.0,"Oct 3rd, 2019",1711059
62,One of those professors where you question why they are even there. Requires way too much for one small assignment.,3.0,4.0,"Aug 27th, 2019",1711059
63,Jonathan Adams is a wonderful person! He genuinely cares about his students and wants them to succeed. He expects a lot out of you because he wants you to actually get a good education and learn a lot. He doesn't expect professional work from beginners; he just expects that you give a crap. I really learned a lot from him,5.0,4.0,"May 5th, 2019",1711059
64,"Horrible professor. Unprofessional. WILL make fun of you in front of the entire class if you have anything misspelled on draft work. Took for SJB. 102 and he only grades on a few projects and grades hard. Critiques you in front of the class and isn't nice about it, doesn't hesitate to make fun of you. Expects professional work from beginners.",1.0,4.0,"Apr 30th, 2019",1711059
65,"I am a photographer and he made me not enjoy this class. Expects perfect work from beginners because he is a ""professional."" For each assignment, you need 50+ quality images which is absurd even from a photography standpoint. Not that understanding on the number of classes people have.",2.0,4.0,"Apr 15th, 2019",1711059
66,I took this class as an elective since I needed more hours and I thought it would be fun. Turns out Adams expects a ton out of his students and grades hard. No one in class is a PJ major yet he expects you to get insane photos like a baseball bat breaking and wont let you shoot people you know. Only stressed me out and lower my GPA. Expensive too.,1.0,4.0,"Mar 29th, 2018",1711059
67,Most easy/useless class I'll probably ever take. Mr. A is so cool but I learned nothing helpful in this class. If you need extra credit or miss an assignment just ask.,5.0,1.0,"Nov 7th, 2012",1711059
68,whoever put the above comment is retarded. Mr. A is the bees knees,4.0,2.0,"May 17th, 2012",1711059
69,"Mr. Adams is cool, but multimedia just sucks. You don't have many very assignments, but the ones you do have are very demanding. He's a pretty easy grader. He's around a lot to help too.",4.0,2.0,"Apr 30th, 2012",1711059
70,amazing teacher and his teaching is way amazing and understandable and I would recommend that you take any English class that he teaching and his teaching is beyond wonderful,5.0,1.0,"Jul 22nd, 2014",1720136
71,"Funny and interesting. Challenged us to THINK about literally everything. Didn't think we were too stupid to do advanced work. Honest and straight with us. I hated English and had failed previously, I LOVED HIS CLASS! Used muli-media, music and current news articles for assignments. Met with students one-on-one more than any teacher I've ever had.",4.5,4.0,"May 7th, 2012",1720136
72,"She is kind of ditzy and tries really hard to fit in with the younger crowd. Her grading criteria is very irritating. Say the page requirement is 6-8 pages, write at least 8 pages. She doesn't specify this, but writing 6 pages is considered the bare minimum to her so she will give you a C or lower. Other than that, she is pretty easy.",3.0,3.0,"Dec 4th, 2016",2202692
73,"Her class is honestly the worst class I have ever taken! The only grades you get are quizzes and test, but they are very hard. The test and quizzes are all open response questions. On her test her have to memorize about 25 classical songs which is very hard to do in my opinion. Also, she is all over the place while teaching. Very hard to understand",2.0,4.0,"Nov 4th, 2017",1885550
74,This was a pretty easy class. 3 tests with study guide and a quiz every class period over the stuff you learned the day before. Drops the two lowest quiz grades but test are easy if you study the study guide. You need to buy a music access code for listening part on the test but you do not use the actual textbook. I would take her again.,4.0,3.0,"Nov 2nd, 2017",1885550
75,"Easy class even with no musical background. She gives a study guide before tests and/or writes everything you need to know on the board. You have to buy the connect code online for like $60 but you don't need the textbook if you take notes. Weekly quizzes but she drops the lowest grade. Pretty easy class, just hated having to go to 4 concerts.",5.0,2.0,"Mar 20th, 2014",1885550
76,"He is a good professor, I enjoyed his class. All his quizzes are pop quizzes but you will know when to expect them. If you miss a lot of classes you will not pass. He teaches new things every time so you have to be there. You don't need to read the book to pass just come to class, do the homework and STUDY. Tests are decent just STUDY!! ",5.0,4.0,"Nov 12th, 2015",150847
77,"Dr. Aldridge is a great professor, and it's evident that he cares about his students. Difficult material though, I had a high A in financial accounting and have been struggling in this class almost all semester. You have a lot of pop quizzes and he has no extra credit in class. The only additional help is a couple points he adds onto your exams.",3.5,4.0,"Dec 8th, 2014",150847
78,"Dr. Aldridge is a nice guy  but his class is pure hell! The tests are NOTHING like the homework or the examples he goes over in class. There are no curves or extra credit! He gives pop quizzes like crazy! and they aren't easy. Like I said, his tests, and quizzes never match the examples he gives. You miss one class and you wont pass!",2.5,5.0,"Nov 13th, 2014",150847
79,Do not take his class!! Too many pop quizzes. No extra credit or curves!!,1.0,5.0,"May 16th, 2014",150847
80,"Please, take him if you want to learn Accounting. He makes Accounting very clear and enjoyable. One of my favorite accounting professor.",5.0,3.0,"May 12th, 2014",150847
81,Confusing teaching style and the lectures in class have nothing to do with the homework assignments. Assumes everyone should know accounting already. Lots of pop quizzes. Do not recommend!,1.5,4.0,"Apr 16th, 2014",150847
82,Great teacher,5.0,2.0,"May 1st, 2013",150847
83,"Tests are hard. One of those teachers who asks questions and waits in awkward silence for an answer that never comes. Constantly states, ""Come on guys, you know this. You're not dumb."" I'm not dumb, but I've never taken this class until now so I don't know the answer. Narrow minded teacher.",2.5,5.0,"Nov 1st, 2012",150847
84,Dr. Aldridge was the best professor that I have had at WKU.  He is very positive and very helpful with any problems that you may have.  I wish he taught more upper level accounting classes!,5.0,2.0,"Jan 21st, 2011",150847
85,He gave u homework and didnt even teach the material.. Therefore u did bad on the homework grade and that was a big factor on ur final grade.Test really hard!! Lots of pop quiz's..Unless u can teach yourself fine another teacher..,2.0,4.0,"Nov 4th, 2010",150847
86,Makes accounting very clear,4.0,4.0,"May 3rd, 2010",150847
87,Nice man. Excellent class.,5.0,3.0,"Oct 24th, 2009",150847
88,Good examples but not alot of explaination but a alright class.,3.0,3.0,"Oct 25th, 2004",150847
89,No Comments,5.0,3.0,"Dec 3rd, 2003",150847
90,"A lot of pop quizzes and homework, but he is very helpful in answering any questions you may have.  I learned a lot in this class.",4.5,3.0,"Feb 26th, 2003",150847
91,"Algeo gives large amounts of readings and expects students to remember specific details, getting upset if they do not. She does not help us understand; she gives us things to do like readings and difficult tests and fails to see why we would not do as well as she.",1.0,4.0,"Apr 21st, 2020",2457593
92,"An okay professor at best. While she does give good instructions on how to navigate ArcGIS, she isn't very responsive if a problem arises, sometimes responding dangerously close to the due date. I wouldn't recommend if you are not a very fast learner.",3.0,4.0,"Apr 22nd, 2021",509695
93,"Dr. Algeo puts a lot of stress on getting every little detail correct on every question, if not, you will not get a good grade. Her opinion is regarded as fact and anything that challenges her opinion is met with a sense of arrogance toward the subject. Dr. Algeo is very lecture heavy and if you miss even the smallest details you will struggle.",1.0,4.0,"Sep 22nd, 2020",509695
94,"The WORST teacher I have ever had, in all aspects. She will publicly humiliate students and get visibly angry if your opinion differs from hers in a class discussion.",1.0,4.0,"Jan 15th, 2019",509695
95,"Lectures are boring and topics discussed in class are almost never on tests. She expects you to know the little details, and gets upset when we don't know them. Homework every night. She gives weekly map quizzes that are pointless and take a lot of time to prepare for. Highly recommend to take anyone but her for this class.",1.0,5.0,"Dec 13th, 2018",509695
96,"Lectures were alright, but tests were so hard. I studied and studied and studied and still did NOT do well on the tests.",2.0,4.0,"Dec 10th, 2018",509695
97,"lots of homework, boring awful lectures, and very hard quizzes.",1.0,4.0,"Oct 17th, 2018",509695
98,"gives too much homework,pointless quizzes, lectures are boring",1.0,4.0,"Oct 15th, 2018",509695
99,"We learned from books and lectures and some videos, but the tests were over the most specific and nitpicky things, often things we never even discussed but were expected to know somehow. Very passionate about the subject matter but no one in the class ever did the readings so it all kind of fell apart. Decent grader.",3.0,4.0,"May 14th, 2018",509695
100,"I really liked Algeo! She's quirky and clearly loves what she teaches. The course was pretty interesting if you're into learning about other cultures and regions. Homework is all online and is very map heavy. You'll have many map quizzes, that you MUST study for or else you won't pass. Overall, she's nice and accommodating if you put in effort!",4.0,2.0,"May 10th, 2018",509695
101,"This class had a lot of busy work but she is a really nice person if you respect her. She lectures with a powerpoint the entire time but if you take decent notes and study more than cramming right before the tests you'll do fine. There are weekly map quizzes which are just easy points if you study for them. There is also online homework, it's easy.",4.0,2.0,"Feb 6th, 2018",509695
102,"Algeo is a very good professor and I ended up learning a ton in her class. There is online homework every night and if you miss some it can really hurt your grade. You have to study A LOT for the tests. Tests we're pretty difficult, our class average was in the 60's. Tests are on notes but she also adds in a few questions from the textbook.",3.0,5.0,"Jan 29th, 2018",509695
103,I found myself doing a lot of work for GEOG110. It reminded me of high school. You have to do so much homework and the questions on tests are picky. Map quizzes suck. Prepare to spend a lot of your time on this class.,3.0,5.0,"Oct 29th, 2017",509695
104,"Dr. Algeo is very, very smart and provides a lot of good information about different regions. The tests are basically over the lectures, so you don't really need the textbook. The tests are hard because they cover so much material, but she does well in covering it all in depth.",4.0,4.0,"Oct 16th, 2017",509695
105,"Her tests were difficult but all you had to do was study. I mean you're covering the whole world so. You have to really not try because the online assignments are time-consuming but not hard. Just keep up with chapters and start studying ahead of time. While they can be hard, find someone to study with.  No reason you can't get an A.",4.0,4.0,"Jan 24th, 2017",509695
106,"Dr. Algeo is a pretty tough teacher. In her class I found myself working a lot more than I had for any other gen ed., but at the same time she taught at a high level so it was interesting. You have to read and study for tests because they are not curved and will roast you otherwise. She's a good choice if you're willing to put in a lot of time.",4.0,4.0,"Dec 14th, 2016",509695
107,She is not that bad but you just have to work VERY HARD on everything. Tough class and lots of material to cover. Prepare to read. She is very helpful if you ask for help.,4.0,4.0,"Nov 10th, 2016",509695
108,"She has an overall score of 2.5 for a reason. The semester isn't even over yet and there are already several students talking about dropping her class. If you're going to take her for GEOG, I suggest finding someone else. If I could have a redo, I'd drop her class immediately. ",2.5,4.0,"Oct 13th, 2015",509695
109,Need to be very motivated for this class.  Work hard and you will get an A or B.  Many online assignments. ,2.0,4.0,"Dec 27th, 2014",509695
110,"She is a horrible teacher. She will call you out in front of the class, she doesn't care about your grade, and she won't go out of her way to help you. avoid her!",1.5,5.0,"Nov 10th, 2014",509695
111,Terrible teacher take anyone else in this department noone could be any worse. Her test are so broad you can not prepare for them. STAY AWAY,1.5,5.0,"Nov 15th, 2012",509695
112,"Dr. Alice lectures during most classes, and he makes the content interesting. He has a sense of humor, and is very accessible outside of class as well. Tests and quizzes are simple and straight to the point. If you pay attention in class, you wont have a problem passing the tests and quizzes.",2.0,4.0,"Dec 7th, 2020",714177
113,I think Dr. Alice would be a better professor if we didn't learn virtually this semester. He was kind of rude to us during lecture and his exams are super difficult. He goes on rants quite often and we get behind. But he did offer extra credit and will round your final score if you are within range for the next letter grade. I wouldn't take again,2.0,5.0,"Nov 9th, 2020",714177
114,"Dr. Alice's class is based solely on the student's performance on exams. If you do poorly on them, there is no way for you to pass the class with a good grade. The only grades he takes are quiz and exam grades. I felt that he did not care about the class learning, and he lectured so heavily with no engagement.",1.0,5.0,"Nov 4th, 2020",714177
115,"Class is based almost soley on tests. Yes they are straight from the powerpoint but there's so much info it's insane. Just on one exam there's around 250ish slides to go over. I stay up all night and still struggle because he expects you to know so much, and then he words the questions in weird ways that he doesn't on the powerpoints. DONT take him",5.0,3.0,"Dec 17th, 2019",714177
116,"Dr. Alice lectures during most classes, and he makes the content interesting. He has a sense of humor, and is very accessible outside of class as well. Tests and quizzes are simple and straight to the point. If you pay attention in class, you wont have a problem passing the tests and quizzes.",5.0,4.0,"Dec 8th, 2019",714177
117,"I really enjoyed this class. You have 10 quizzes throughout the semester, some are announced on blackboard and others are announced only in class so attendance is important. In our class, he dropped our two lowest quizzes and gave us plenty of opportunities for extra credit. Overall, he was a really good professor I highly recommend taking him.",3.0,2.0,"Nov 13th, 2019",714177
118,"Alice had some interesting stories, but ultimately seemed very bored throughout his lectures. Even though the class itself wasn't hard, his tests pretty much made up your whole grade, with pop quiz grades adding up to one test. Not great for anxious testers. I always got Bs no matter how much I studied",4.0,3.0,"Jun 10th, 2019",714177
119,"As long as you listen in class sometimes and review the powerpoints you will do fine. He tells you when quizzes are, & they're all really easy. I ended with an 87 or 88 and he rounded my grade up to an A without me ever asking or talking to him... good guy",4.0,1.0,"Apr 18th, 2019",714177
120,Fairly easy class to pass if you show up for the typically weekly quizzes and study the power points he makes for the exams.,5.0,3.0,"Dec 19th, 2018",714177
121,"I really enjoyed having Dr. Alice. He kept his lectures interesting and even gave an effort to get to know students in my large lecture class. Grades are made up of vocab quizzes (usually weekly, sometimes twice a week), which are terms straight from the powerpoint, and the exams. The exams were a little harder, so know how to apply the terms.",5.0,3.0,"Dec 9th, 2018",714177
122,"Great professor! He tells good stories and is so nice. He does almost weekly quizzes over vocab straight from the powerpoints. The tests are harder, but if you study the lecture notes/powerpoints, you'll do fine. Take Dr. Alice!",5.0,1.0,"Jan 10th, 2018",714177
123,A great teacher! Had a really good time in class and he was very funny and knowledgeable. The class was very easy! Would definitely take him again.,4.0,3.0,"Dec 6th, 2017",714177
124,"Dr. Alice is a funny, outgoing professor who does his best making lectures interesting, all from PowerPoint. The only grades in the class come from quizzes and tests which isnt the best when you need a little boost around finals time, which is what happened in my case. If you study enough and pay attention in class, you will be fine.",5.0,1.0,"Nov 13th, 2017",714177
125,"Dr. Alice is obviously passionate about his line of work. He explains things and uses real life examples from his life to keep the content entertaining. Test questions are sometimes taken directly from quizzes/reviews. He is willing to share his beliefs, some may find this off putting, but I enjoy it. His Crocs are iconic. He's hilarious.",5.0,5.0,"Nov 7th, 2017",714177
126,"Dr. Alice is very enthusiastic about his content. His lectures are long but his knowledge of the material makes him not so boring. All of the material needed for the tests and quizzes are covered straightforward in his lecture. Even with 100+ students, he values interactions with everyone. Also Ive never left a lecture without laughing. 10/10!",5.0,2.0,"Mar 2nd, 2017",714177
127,"Dr. Alice is awesome! He made class pretty enjoyable, all of his tests were straight from the easy PowerPoints, and he gave lots of easy quizzes to cushion your grade. Even though I had over 100 people in my class, he made it a point to learn everyone's name. Very easy to talk to",5.0,3.0,"Nov 29th, 2016",714177
128,I have never gone in to his class & left without laughing quite a bit. He posts PowerPoints on blackboard and lectures directly from them. Everything you need to know for tests/quizzes is included in the ppts. He's a huge cubs/blackhawks fan and definitely makes it known.,5.0,3.0,"Apr 10th, 2013",714177
129,"Despite large class sizes, professor gets to know all the students. Instructor makes lectures interesting and breaks up the monotony with humor and stories.",5.0,2.0,"Mar 30th, 2013",714177
130,Great teacher...very helpful. I learned so much in this class it was one of my favorite biology classes I have taken this far. Like other students have said if you study for the tests you will get the grade...all test material is covered in lecture or maybe a few assigned articles. Lab was fun!,3.0,2.0,"Nov 15th, 2012",714177
131,"Very knowledgable professor with easy tests if you study for them. He tends to talk about himself A LOT, especially when it comes to football and beer. He can spend half a class talking about his work in the Peace Corps.",5.0,2.0,"Nov 2nd, 2012",714177
132,"Fun and engaging.  Attendance is mandatory, but you'll want to come anyways.  The tests require studying, but he presents the information in a very straightforward way, so your notes will have everything you need in them.",,,,714177
133,"Honestly this is a class that is a huge waste of money, John told us about all these cool field trips we'd go on such as climbing rock walls, going up to mountains to collect samples, how to use scientific machines. Never happened. John is a great guy and fun to talk to but I would never recommend this class. waste of a extra 250 a credit for sure.",2.0,1.0,"Mar 8th, 2017",673422
134,"Dr. All was somewhat of a legend for how horrible of a professor he is. He has no ability to relate to students and expects us all to fail. He has done nothing to prove himself as an academic besides telling us all of his ""super rad"" stories which give no actual gauge for his actual merit. I would never take his class if I had know he was this bad.",1.0,4.0,"May 24th, 2016",673422
135,Dr. All is wonderful. He knows his stuff and he's very passionate about what he does. And have you seen his credentials? He's brilliant!,4.5,2.0,"Mar 2nd, 2014",673422
136,"not good, i want a prof who actually does some work, no evidence he does anything at all besides write simple mult choice tests and get up and talk about his trips",1.5,3.0,"Feb 15th, 2014",673422
137,poor class I want my money back,1.0,5.0,"May 15th, 2013",673422
138,Attending lecture wasn't necessary for doing well on the test but if you're interested in Geography then he's very interesting since he's travelled a lot.  The tests are straightforward as long as you put in a little time you can do well.  Also there were several bonus points opportunities which was nice.,3.5,2.0,"Dec 5th, 2010",673422
139,"Multiple choice test, ignore the lecture (boring) but read the chapters!!! All his tests questions are taken from the textbook literature. The ones who read the chapter, got an easy A, the ones who didn't got much worse.",3.5,2.0,"Dec 16th, 2005",673422
140,"He is firm but fair, I learned quite a bit in his class. I will use what I learned through the rest of my career. His handouts were exceptional.",5.0,2.0,"Jan 22nd, 2012",268313
141,I'm terribly sad that this will be his last semester but if you ever get the opportunity TAKE HIM! It's hard and you will want to go to class but I have learned so much. Professor Allen will tell you like it is. My favorite professor this semester.,5.0,4.0,"Dec 10th, 2011",268313
142,"Aw, Mr. Allen is great and really funny! We all love him.",5.0,4.0,"Mar 4th, 2006",268313
143,"He's a hard teacher, but you get so much from his class.  You just have to work for it.  I got a B, and was proud of it.",4.5,5.0,"Sep 21st, 2005",268313
144,Very easy hoops to jump through. Nice personality.,3.5,1.0,"Aug 27th, 2004",268313
145,No Comments,5.0,4.0,"Mar 16th, 2004",268313
146,"Goes by the book, teaches at a low level and really helps you understand it. Not much homework and the tests are super easy.",5.0,1.0,"Apr 5th, 2018",2296387
147,Easiest class Ive ever taken. She is so helpful and teaches on an elementary level. Makes it easy to get your required credit while still learning the language.,5.0,2.0,"Nov 7th, 2017",2296387
