,Comments,Quality,Difficulty,Dates,TeacherID
23,I  took Remo's Public Speaking class and have never had a better educational experience. He is completely dedicated to making all his students excel and the amount of time and energy he devoted to each and every one of us was astounding. He also happens to be hilarious and as kind a person as you're likely to meet. Great teacher.,5.0,4.0,"May 10th, 2016",1406187
24,Remo Airaldi - Simply the Best in the business.,5.0,3.0,"Dec 9th, 2015",1406187
25,"Amazing class. I'd highly recommend this course  to anyone contemplating the pursuit of any dramatical studies. Professor Airaldi is not only knowledgable  and experience, but he draws the best out of every student.  p.s. Good luck with getting into this course as it's extremely competitive.  ",5.0,4.0,"Dec 24th, 2014",1406187
26,Remo's Shakespeare class was spectacular. He is a fantastic teacher.,5.0,3.0,"Dec 13th, 2014",1406187
27,"Remo is an incredibly warm, welcoming individual, who has a talent for bringing out the best performances in actors. He is a joy to work with and learn from. Unbelievably inspiring and generous. Superlatives are truly not sufficient.",,,,1406187
28,"Sort of follows the book, but lots of examples and practice problem sets help.",4.5,1.0,"Jan 5th, 2016",1437553
29,"Edo is a very nice guy, although not an impressive lecturer. His handwriting is barely recognizable, and made lots of mistake in class and confused us even more. Having said these, he seems to be trying to help and is enthusiastic about the subject.",3.0,3.0,"Apr 19th, 2012",1437553
30,,5.0,4.0,"Oct 17th, 2010",1437553
31,Most intellectually sound educator I have ever had the privilege of taking!!! quite possibly one of the greatest teachers at Harvard...he certainly knows how to provide one with an education in a productive manner without being a complete STIFF!!,5.0,1.0,"Jun 15th, 2010",346419
32,great,5.0,1.0,"Sep 27th, 2007",346419
33,Hmmmnever knew a better teacher... :),4.5,4.0,"Oct 31st, 2005",346419
34,No Comments,1.0,5.0,"Sep 17th, 2005",346419
35,"If I have to keep my comments clean, then I have nothing to say...",3.0,5.0,"Sep 1st, 2005",346419
36,No Comments,3.0,1.0,"Sep 1st, 2005",346419
37,No Comments,1.0,1.0,"Jan 7th, 2005",346419
38,No Comments,5.0,1.0,"Dec 23rd, 2004",346419
39,excellent,5.0,1.0,"Sep 16th, 2004",346419
40,"A very, very good lecturer.",5.0,3.0,"Feb 10th, 2004",346419
41,The best!,5.0,2.0,"Jun 28th, 2018",2387218
42,The best professor ever had,5.0,1.0,"Jan 17th, 2013",1793265
43,"Definitely the best psych professor I have had--but it is necessary to go to every class as he covers the relevant material for the tests in it. If you miss a class, you will regret it when the tests come around. Also, he cheats at Goldeneye and isn't that good at Madden, despite what he tells his students.",5.0,5.0,"Aug 23rd, 2018",1258899
44,"I recommend you got to every class. Alvarez goes over in detail about the area you will be covering that week. I would definitely review for the patient case study that was presented, what diseases, and the anatomy and physiology. There is a quiz every week, plus midterm & final.  Lastly, very attractive and hot professor.",3.5,4.0,"Apr 25th, 2013",1258899
45,Unclear grading/ assignments,1.0,2.0,"May 5th, 2018",2355108
46,"Absolutely phenomenal professor. ""Stirner and the Modern Woman"" was perhaps the most insightful class I've ever taken as a philosophy student at Harvard.",5.0,4.0,"Aug 12th, 2018",2395728
47,"Dont respond to emails, questions or concerns. Grading criteria is very ambiguous.. Very disappointed",1.0,3.0,"Oct 13th, 2020",1456588
48,"Knows a LOT about stem cells, gives very interesting lectures. The exams are impossibly long, and pretty hard. If English is not your first language, you're going to have a hard time.",3.0,3.0,"Apr 1st, 2019",1456588
49,"Great Professor. He is an expert in his field and knows how to present the material for students to grasp. Classes are recorded online, so watch when convenient.  No text book. To do well you must watch all class lecture and voluntary section  videos. To get an A know all the material well, I watched all the videos twice.",5.0,3.0,"Jan 24th, 2017",1456588
50,SO HOT! HOT HOT! 3,2.5,5.0,"Jan 26th, 2015",1456588
51,"Great teacher, a true inspiration. Because of him, I am be changing my line of research from adypokines to stem cells. Thanks to him, I discovered Nadia Rosenthal, another inspiration for young scientists.",4.5,3.0,"Jul 25th, 2012",1456588
52,Fantastic professor for a really tough class- Stem Cells and Regenerative Biology. I would highly recommend him. He is extremely helpful and always available for office hours and questions after class.,5.0,5.0,"Jan 7th, 2011",1456588
53,"I'm very disappointed in this class and professor. I feel completely unprepared for biology on the MCAT and for future classes that require a good working knowledge of general biology. Prof seems to put very little effort into prepping lectures/teaching and there was absolutely NO consistency b/t practice materials and exams, or between exams.",1.5,3.0,"Dec 15th, 2010",1456588
54,"lack of guidance to students, and not very enthusiast about teaching.",3.0,3.0,"Oct 13th, 2010",1456588
55,"he is literally the best and youngest stem cell biologist I have ever met. If you want to learn the stem cell and regenerative biology, don't miss his class!!!",4.5,5.0,"Jun 25th, 2010",1456588
56,He knows everything.,5.0,4.0,"Nov 12th, 2009",1456588
57,Professor Anderson is a great teacher.  His material is interesting.  He is passionate and well versed in the course.,4.5,2.0,"Jul 22nd, 2007",1456588
58,"Great instructor!  Insightful and well rounded, he tends to beautifully ravage the liberal positions of most of his students and faculty.  Nobody is left feeling ""out"" unless they insist on being illogical.  A classic professor, one that Harvard is all about.",5.0,3.0,"Dec 3rd, 2005",1456588
59,"Not a very good professor, i.e. lectures were not interesting but rather dry and long. Also, he tends to be condescending to students, which doesn't make for a great academic experience. Wouldn't take a class with him again.",1.0,4.0,"May 29th, 2015",872848
60,No Comments,1.0,3.0,"Aug 8th, 2006",872848
61,Redskip @VILMEX(117i87) + In or out part 3 (Sing) and vermise applause went. Very important to know for class!,5.0,1.0,"Apr 15th, 2014",862060
62,"Good teacher, but very difficult if you know what i mean.",1.0,5.0,"Jan 11th, 2011",862060
63,One of the best professors i have had. what a knowledgeable man who has made me fascinated about Islam!,5.0,3.0,"Apr 12th, 2021",76603
64,One of the best professors i have had. what a knowledgeable man who has made me fascinated about Islam!,5.0,3.0,"Jan 20th, 2021",76603
65,Wonderful teacher and a great person,5.0,1.0,"Nov 27th, 2020",76603
66,Yay she cool,1.0,3.0,"May 13th, 2019",76603
67,"Dry. Not encouraging professor, sadly. Wished it would have been a more balanced class and hit actual contemporary issues rather than just one sided opinions.",3.0,3.0,"Feb 9th, 2019",76603
68,"A gentle-man in the literal sense of the word. His speech is a little slow, and as I took the course online, I watched it at 1.5 speed, but otherwise very knowledgeable without a hint of personal conceit, which is something I really respect in a teacher.",5.0,1.0,"Feb 20th, 2014",76603
69,He is an amazing speaker with profound knowledge and articulation about Islam and other beliefs.,5.0,3.0,"Nov 27th, 2012",76603
70,AMAZING GUY AND PROFESSOR,3.0,3.0,"May 13th, 2011",76603
71,"Super nice guy,test were ridiculous but enjoyed the class.Also he really loves pickles.A jar of pickles will give you 5 extra points on the test.",5.0,3.0,"Jan 16th, 2011",76603
72,Dr. Asani provided wonderfully clear 2 hour lectures for my Islam course.  I learned a great deal about expressions of the Islamic relgion and feel like we only scratched the surface.  I would take him and his course again in a heartbeat.  I would add that Dr. Diane Moore assisted in the online discussions and offered significant insight.,4.0,3.0,"Jan 12th, 2009",76603
73,Very motivating,2.0,4.0,"Nov 26th, 2007",76603
74,No Comments,5.0,1.0,"May 19th, 2006",76603
75,"One of the kindest man I have met, especially for someone of his academic stature.  He was generous both of his time and knowledge and greatly facilitated my learning of the myriad prisms of Islam.  Highly recommended.",5.0,2.0,"Dec 14th, 2005",76603
76,No Comments,3.0,4.0,"Sep 12th, 2005",76603
77,"KInda boring, i don't know why everyone keeps sayin that the prof. was hot?",5.0,5.0,"Sep 7th, 2005",76603
78,Excellent Instuctor. Allahi YasalmiuHu!!!,5.0,4.0,"Sep 1st, 2005",76603
79,No Comments,5.0,1.0,"Aug 24th, 2005",76603
80,No Comments,5.0,1.0,"Sep 16th, 2004",76603
81,excellent,5.0,5.0,"Aug 3rd, 2004",76603
82,loved it.,5.0,2.0,"May 3rd, 2003",76603
83,Asani was really awesome.,,,,76603
84,"I like Rob as teacher,  he is very good.",4.5,2.0,"Jan 25th, 2015",132654
85,Good,5.0,1.0,"Jan 10th, 2011",132654
86,Very good professor. My favorite overall. Taught clearly. Very knowledgable.,5.0,3.0,"Sep 22nd, 2005",132654
87,really smart prof. explains well,5.0,2.0,"Sep 14th, 2005",132654
88,No Comments,4.5,3.0,"Sep 2nd, 2005",132654
89,Very clear and easy prof.,4.5,1.0,"Oct 30th, 2004",132654
90,No Comments,3.5,4.0,"May 8th, 2003",132654
91,"Great teacher, explain difficult concepts clearly",5.0,3.0,"Feb 17th, 2003",132654
92,"Gloria Ayee is an amazing professor at Harvard University. I took her GOVT E-1313 course. Titled as VISIONS AND VOICES: RACE, FILM, AND AMERICAN POLITICS, this class was a truly enjoyable learning experience. I could wax poetic about Ayee's amazing lectures and her integrative and inspirational teaching approach but words are limited here.",5.0,4.0,"May 20th, 2020",2600482
93,"Gloria Ayee is an amazing professor at Harvard University. I took her GOVT E-1313 course. Titled as VISIONS AND VOICES: RACE, FILM, AND AMERICAN POLITICS, this class was a truly enjoyable learning experience. I could wax poetic about Ayee's amazing lectures and her integrative and inspirational teaching approach but words are limited here.",,,,2600482
94,"Really engaging lecturer. Takes a somewhat mundane subject and makes it at least sort of interesting. This was one of my first science classes so not a lot to compare it to, but I really was happy with how the class turned out.",5.0,3.0,"Sep 10th, 2018",2356792
95,"This is the both the hardest and best class I have ever taken. Get ready to WORK. But Paul and his TA's are committed to helping you understand the material and there's lots of EC via learning R. The material is hard (know linear algebra and multivar calc BEFORE you come in), and the workload is grueling, but it was still an awesome experience.",5.0,5.0,"Aug 21st, 2020",627131
96,"This is the both the hardest and best class I have ever taken. Get ready to WORK. But Paul and his TA's are committed to helping you understand the material and there's lots of EC via learning R. The material is hard (know linear algebra and multivar calc BEFORE you come in), and the workload is grueling, but it was still an awesome experience.",4.0,5.0,"Mar 19th, 2020",627131
97,"Do not take this class as your first Harvard class. I spent almost 40 hours a week studying and still fell behind. I have a BSc in Elec Eng and an MBA. This is by far my most challenging class. Ever. There is a very steep learning curve if you are not familiar with proofs. Pay special attention to the prereqs, they are there for a reason.",5.0,3.0,"Mar 6th, 2020",627131
98,Great teacher and educator. Learned a lot from him and thoroughly enjoyed his lectures.,5.0,4.0,"Mar 6th, 2020",627131
99,"Im new to the math course system at Harvard, but I love this course. I was not planning to pursue any further than a minor in math since I plan to major in something else, but Pauls course changed my mind. This course is full of brilliant and hard working people and (thus naturally) very demanding. DONT PROCRASTINATE, YOULL TASTE THE PAIN.",5.0,4.0,"May 26th, 2019",627131
100,"Paul is an amazing professor! He really cares about his students and wants them to learn. If you work hard, you will get a lot out of any class you take with him.",1.0,4.0,"Apr 1st, 2019",627131
101,"Paul is an insecure guy who is constantly putting other people down and bragging about smart he is, and by implication, how dumb everyone else is. The class made me very anxious.",5.0,3.0,"Jan 8th, 2019",627131
102,"Paul is the best math professor I have ever had. Clearly a brilliant intellect with an immense passion for math and willingness to help anyone willing to work hard. Without question, you will need to put the time in, but it's a very rewarding experience.",4.0,4.0,"Nov 10th, 2018",627131
103,A great professor. He builds up my confidence to learn math and set up a good foundation for me to learn more advanced topics in analysis. The course is well designed and you have to spend times. But all materials are accessible and the exams are really similar to the problems that you have seen before.,5.0,4.0,"May 4th, 2018",627131
104,"Paul is a stellar professor. The course was very well-structured, with applications to numerous fields--probability, statistics, vector calc, analysis, linear algebra, etc.--and he managed to construct it from scratch in a single semester. I would strongly recommend the class if the subject matter is of greater interest to you than, say, 23B.",1.0,2.0,"Sep 8th, 2016",627131
105,not great,4.5,3.0,"Jan 3rd, 2016",627131
106,"Paul has sparked my sense of wonder about math, while also making me feel capable of delving into higher-level courses. He's a great lecturer, but you likely won't understand all the material during class. Some of it's difficult  this is an intro to higher level math after all. A lot of work, but very fair grading and extra-credit abounds.",2.5,5.0,"Oct 29th, 2015",627131
107,"There is really low regard for wheter students are  understanding what is going on.  R-script the most awful program to do graphics in. Teaches from prepared notes on a projector, but covers what he is writing  with his hand  so it can not be seen. ",5.0,3.0,"Oct 14th, 2014",627131
108,the whole course is well-organized. lectures are engaging. great sense of humor.,5.0,2.0,"Feb 11th, 2013",627131
109,"A truly inspiring teacher who motivated me to learn everything he had to teach. He expects a lot, but will bend over backwards to help you learn it. Exceptionally fair grader. He is an educator not a rubric tabulator. I studied physics, math, and computer science with him before going off to med. sch. and always wished that I had time to take more.",5.0,3.0,"May 13th, 2011",627131
110,"Dr. Professor Paul is awesome.He really likes it when you go ""BAMberg!!"" really loud.Huge Bowie fan and great teacher.",3.5,4.0,"Dec 11th, 2010",627131
111,"Paul is the man. He's also secretly santa claus so if you don't like him you also hate christmas, and the sound of children's laughter by extension.",4.5,2.0,"Dec 11th, 2010",627131
112,HE IS THE SHIT I LOVE PAUL BAMBERG But he should sing more often.,4.5,2.0,"May 22nd, 2010",627131
113,"Disregard all the stuff about how bad of a teacher he is. If the 23 class of 2009-10 is any indication, the people who were most apt to complain were the ones who never really bothered to understand anything and instead tried to just memorize statements without the slightest comprehension. Paul's the man and explains stuff just fine. Nuff said.",3.5,5.0,"Dec 29th, 2009",627131
114,"phenomenal interest-level.  great engagement.  not always easy to follow.  his lectures require a high level of attention, but are well structured and clear.  paul not an easy professor, by any means, but is incredibly fair and will help with literally anything you need, if asked.",1.0,3.0,"Dec 24th, 2009",627131
115,"Has a good sense of humor, but cannot teach. Changed my plans of majoring in math.",,,,627131
116,Man I love him... Fast pace but feasible (especially when you are not bad at math). Heavy concepts but no problems if you love physics. He is always so nice and helpful. Brilliant.,5.0,4.0,"Jun 29th, 2017",2094385
117,Extremely unclear in directions. This Prof. does not answer questions in class professionally and makes students feel as though they are stupid. Worst Prof. ever! Do not sign up for her classes.,1.0,2.0,"Apr 8th, 2010",69626
118,shes hot,5.0,1.0,"Apr 25th, 2009",69626
119,One of the best philosophers in history of their family.,5.0,1.0,"Apr 18th, 2009",69626
120,worst teacher ever,1.5,5.0,"May 5th, 2008",69626
121,slammin,4.0,1.0,"Sep 19th, 2007",69626
122,"Very interesting professor, she oversees the concept of philosophy very well.  Her ideas remind me of the ones of Plato, a true inspiration to us philosophers.  A very outstading professor!",5.0,1.0,"Nov 23rd, 2005",69626
123,H degrees are worthless. anyone can learn more in a public library,5.0,1.0,"Aug 4th, 2005",69626
124,No Comments,4.0,3.0,"Jun 16th, 2003",69626
125,"This class was so difficult. I even had thoughts about withdrawing from the course to avoid failing it, but Dr. Bas told me to just hang in there because he's gonna curve anyway. And boy,  I'm glad that I didn't withdraw. What a generous curve it was! Dr. Bas knows his stuff and understands that the course material can be tough to work through.",5.0,5.0,"Aug 15th, 2017",2275131
126,This prof doesn't really care about the students in her classes & consistently dismisses concerns and feedback. 10/10 would not recommend.,1.0,5.0,"May 17th, 2021",2699715
127,no comment,3.0,5.0,"Feb 14th, 2015",940186
128,No Comments,3.0,3.0,"Dec 22nd, 2006",940186
129,"Smart, Helpful, and very caring. I highly recommend this professor! I got an A+, just read book and final will take you about 25 minutes max..",4.0,2.0,"Aug 26th, 2008",22094
130,giggidy giggidy giggidy GOO,5.0,3.0,"Oct 14th, 2005",22094
131,Very helpful and such a hottie,5.0,1.0,"Oct 4th, 2005",22094
132,"This dude should focus less on his looks and more on his lessons. He is so boring and he says nothing remotely intriguing or thought-provoking. Harvard professors suck, i expected this from BC but not Harvard. My advice is go to Stanford, that's what i'm doing.",1.0,5.0,"Jun 21st, 2005",22094
133,No Comments,4.0,3.0,"Feb 2nd, 2004",22094
134,No Comments,1.0,1.0,"Nov 18th, 2003",22094
135,Doesn't exist. It's all bs.,1.0,5.0,"Oct 20th, 2003",22094
136,"Pretty hot, I couldn't even listen during his lecture!",5.0,1.0,"May 15th, 2003",22094
137,No Comments,5.0,1.0,"Apr 30th, 2003",22094
138,No Comments,5.0,5.0,"Jan 22nd, 2002",22094
139,No Comments,5.0,1.0,"Dec 31st, 2001",22094
140,"Sexiest man alive, and probably smartest too.",4.5,5.0,"Dec 13th, 2001",22094
141,"The moments of first class were interesting: cameras, students hoping to get in... then Prof Bates spoke.  It deteriorated from there, if/when he was there to give a lecture.  Discussion was dominated by ""students"" that were working for him on projects, often visiting and not taking the class.  Very self-aggrandizing, self-motivated careerist.",1.0,5.0,"May 2nd, 2016",1036147
142,Vaguely submitted data become the unsure quality.,5.0,1.0,"May 11th, 2009",1036147
143,The syllabus changed every week; the professor spent half the semester in Africa. The syllabus mirrored that of a graduate seminar (but the class did not track the syllabus); the professor was not present for a midterm in which the TF was half an hour late with the exams because he thought it would be a good idea to pass out donuts during the test.,1.0,5.0,"Apr 26th, 2008",1036147
144,"I'm a business major, so obviously a class that made me think was going to be quite difficult. However, PhD. Beard's eloquent aphorisms, faint euphemisms, and brilliant prose maximized my understanding of difficult concepts. He's pretty much The grand high, mystic, exhalted philosophy of our generation. I recommend him highly! :)",5.0,3.0,"Jul 19th, 2012",1735735
145,"Beware - if you are not a person of color, don't expect much more than civility.",4.0,4.0,"Nov 18th, 2018",2427402
146,extraordinary mind and  wonderful teacher -- the best,5.0,3.0,"May 23rd, 2011",220494
147,"I love Prof. Bercovitch! He is supremely intelligent and engaging. The class is always full of lively discussion. I've had him for two classes: American Dissent and Modern Jewish Writers. If he offered another, I would take it in a heartbeat. He's both brilliant AND personable.",5.0,3.0,"Feb 17th, 2010",220494
148,brilliant and inspiring,5.0,3.0,"Mar 18th, 2009",220494
149,"demanding but inspiring,challenging,  brilliant",5.0,3.0,"Mar 18th, 2009",220494
150,inspired and inspiring,5.0,3.0,"Mar 18th, 2009",220494
151,"A giant who is getting on in years but still knows his stuff, it is people like him that make harvard what it is.",4.0,3.0,"Aug 24th, 2005",220494
152,Prof. B is old. No bones about it.  But if you can get in his class do so.  He wrote the book on American Lit.  You only need to ask him a question to learn...,5.0,2.0,"Aug 23rd, 2005",220494
153,A brilliant professor who will awaken your passion for literature and american history.,5.0,2.0,"Jan 5th, 2005",220494
154,No Comments,1.0,5.0,"Mar 14th, 2004",220494
155,"A decent man, a great mind, plagued by insecurity and health problems.  Too many advisees; wish I could have worked with him more.",4.5,4.0,"Oct 10th, 2003",220494
156,"Commends students on whatever they say, likely to befriend them, and be known as a good professor. Commends them on even the most superficial comments, including of a few words or one sentence. Reacts with aversion to students who correct him, or who show his understanding is poor. Is known to plagiarize student's contributions as his own.",1.0,3.0,"Oct 27th, 2018",2415106
157,He's really iconic and makes classes really fun and engaging. I've never had more fun in a bio class.,5.0,2.0,"Jul 23rd, 2020",1617440
158,He's really iconic and makes classes really fun and engaging. I've never had more fun in a bio class.,5.0,3.0,"May 16th, 2015",1617440
159,One of my favorite professors back in the day. Also the only real adviser for OEB concentrators.,5.0,4.0,"Nov 12th, 2012",1617440
160,"So awesome. Funny, knowledgeable. Makes class a pleasure.",,,,1617440
161,"This is man is a genius and is a intellectually challenging teacher, highly recommended.",5.0,3.0,"Dec 30th, 2016",220495
162,he was a not good teacher ! his seminar was useless and i didn't understand him very much,1.0,5.0,"Nov 2nd, 2011",220495
163,"Hís lecture is not so hard to understand as his books. =) But, he keeps repeating the same and easy topic/sentences again and again over one whole semester. Got nothing from his seminar, stay away!",1.0,2.0,"Aug 11th, 2007",220495
164,"He is one of the most interesting professors I have come across.  He has a deep and personal understanding of complex ideas, and he is very eager to convey and transmit that to his students.  A true Teacher, and strikingly bright.  He does have an inflated ego, but he also seems conscious of that and playful about it -an amusing quality!",4.5,4.0,"Jan 23rd, 2007",220495
165,Tells some really interesting fart jokes about Rudyard Kipling.,3.0,3.0,"May 25th, 2006",220495
166,No Comments,1.0,5.0,"Apr 7th, 2006",220495
167,"A surprisingly poor class, and an even worse ""teacher."" Stay away!!!!!!!!!!",1.0,5.0,"Mar 13th, 2006",220495
168,No Comments,4.5,1.0,"Aug 30th, 2005",220495
169,"This guy can ramble on and on about his chosen area - subaltern studies. He got lucky by coining a term, ""hybrid identity,"" and has never shut up since. Extremelt longwinded and condescending, he is one of the worst professors out there. However, I have no comments to make on him as a scholar.",1.0,3.0,"Jan 19th, 2005",220495
170,OK--BUT waaay OVER-RATED.  His ideas are so two weeks ago.,3.0,4.0,"Nov 4th, 2003",220495
171,"a total intellectual fraud. very ""nice,"" but that's the end of it",1.0,1.0,"Jul 11th, 2003",220495
172,Very helpful. Great prof.,5.0,3.0,"May 26th, 2014",1184213
173,Really smart and competent. She knows everyone in Washington.,4.5,4.0,"Apr 21st, 2014",1184213
174,"This ""professor""/grad TA was the worst I've ever had.  Just clueless, unaware, and on top of that, condescending of all things.  He couldn't explain anything well, and I essentially spent the course commiserating with other students about how bad a teacher he was.",1.0,3.0,"Aug 27th, 2014",1467123
175,excellent,5.0,5.0,"Oct 27th, 2009",559497
176,Hmm.......,1.5,3.0,"Oct 16th, 2006",559497
177,George seems nice.,5.0,3.0,"Jan 12th, 2006",559497
178,No Comments,3.0,1.0,"Apr 21st, 2005",559497
179,"George was quite engaging, with a dry wit.  he has a deep, deep melodius voice, not unlike the sound of honey, coiling on a bowl of warm oatmeal.  His elucidation of the hermeneutics of hemingway ROCKED!",4.5,1.0,"Jan 21st, 2005",559497
180,"Joe Blitzstein's approach to Stat 110 exemplifies every element of good teaching. He is thoughtful in how he structures his lectures and his assignments. Stat 110 is a very challenging class, but he makes it accessible to anyone who is willing to put in the time. He is also incredibly funny, and an all-around good person.",5.0,4.0,"May 7th, 2019",1073084
181,A real gem!,5.0,3.0,"Apr 6th, 2019",1073084
182,I took probability at another college using his textbook; found his lectures online. He. Is. A. Gem. He's so clear. He makes everything seem accessible and makes probability really fun. I'm SO glad that I found his lectures in time because the professor at my school was a nightmare. I hope he sees this and it makes him smile b/c he deserves it!,5.0,3.0,"Dec 12th, 2018",1073084
183,He is a cool professor and does a really cool job at teaching Stat 110,5.0,4.0,"Oct 27th, 2017",1073084
184,An excellent mix of the theoretical and the practical.  Agreat couse for building math intuition.,5.0,3.0,"Jun 7th, 2017",1073084
185,"Joe ""THE BLITZ"" Blitzstein is one of the best lecturers I have ever had.  He takes complicated statistics that are foreign to students and breaks them down so everyone can understand.  He also enjoys solving puzzles and passes on that enthusiasm to his students.  Memorization is unlikely to get you a good grade in this class.  Go to section.",5.0,4.0,"Sep 23rd, 2016",1073084
186,I followed his Stat 110 class on iTunes. He really helped me understand the concepts. His explanation is clear and examples are very useful.,4.0,3.0,"Jul 5th, 2016",1073084
187,110% Awesome.,5.0,1.0,"Oct 23rd, 2014",1073084
188,Great clarity of thought,5.0,2.0,"Sep 15th, 2013",1073084
189,"I'm an actuarial student struggling with an exam due to having never taken mathematical statistics. His stat 110 videos are very helpful. If u know calc & have some stat exposure, his rigorous explanations will give you an understanding that facilitates retention. Probably great for a fresh student as well, but I can only speak to my circumstance.",4.5,3.0,"Aug 14th, 2012",1073084
190,"I took an online course taught by prof Blizstein through iTunes U. Before this course, statistics was a sort beast that seem to haunt me around and (statistics) was always the missing piece in my understanding quantum mechanics, statistical thermodynamics and cosmology. the numerous exercises and their solutions were key...  ",5.0,4.0,"Feb 16th, 2012",1073084
191,Great professor hard class,4.5,5.0,"Oct 14th, 2009",1073084
192,No Comments,5.0,3.0,"Dec 11th, 2007",1073084
193,"Outstanding Professor, clear, concise and funny too.  Knows the material inside and out.",5.0,3.0,"Jan 30th, 2012",761619
194,No Comments,5.0,2.0,"Dec 7th, 2009",761619
195,"I took this as an online Extension School class. Cool guy. Unlike other online profs, he actually makes us ""outsiders"" feel welcome. I would definitely take an online class with him again. He picks good TA's too... a lot of times a good  TA can be the only difference between an B and an A.",5.0,3.0,"Nov 18th, 2007",761619
196,An engaging speaker.,4.0,3.0,"Nov 19th, 2005",761619
197,"I took his 201, Foreign Relations class. Jason Bourne is a great professor. He can be a little intense sometimes, but he is very knowledgeable on international studies. He taught us the history of espionage, how to embed yourself into a foreign culture, and also self defense strangely enough. Be careful though, he has a REALLY poor memory.",4.0,4.0,"Aug 12th, 2018",2385444
198,Hard but worth it.,5.0,5.0,"Apr 12th, 2013",473346
199,,2.5,5.0,"Mar 17th, 2010",473346
200,"I'm sure she's fine as a professor for more advanced classes (despite her boring lectures), but she doesn't know how to teach an intro-level class. She doesn't teach you how to read, think, and write like a sociologist, and that will hurt you on tests and papers, so take her class if you have a background in sociology!",3.0,4.0,"Dec 15th, 2014",1963298
201,My far one of the best professors at Harvard.,5.0,3.0,"Sep 5th, 2011",853632
202,This Prof. was the most unmotivated teacher I have ever had. She was late to class on most occasions and she did not prepare students for her tests. I felt unprepared for the following Lit. class. I would not recommend this teacher to any fellow students.,1.0,3.0,"Apr 8th, 2010",853632
203,Superb and innovative,5.0,3.0,"Aug 14th, 2006",853632
